K,unsatisfied,payoffs,TotalBM,GreenPatches,beta.i,k.i,numLoggers,numCheaters
6.077,9,26.23,33444,2023,0.0288715,0,50,0
6.077,11,26.51,33320,2020,0.0288715,0,50,0
6.077,7,27.87,33261,2018,0.0288715,0,50,0
6.077,13,26.99,33351.5,2027,0.02106131,0,50,0
6.077,11,25.77,33432.5,2024,0.02106131,0,50,0
6.077,8,28.45,33352,2020,0.0288715,0,50,0
6.077,8,29.44,33222,2019,0.03668169,0,50,0
6.077,9,28.91,33201,2019,0.03668169,0,50,0
6.077,12,23.94,33497,2048,0.03668169,0,50,0
6.077,11,25.26,33667.5,2039,0.0288715,0,50,0
6.077,7,25.61,33814.5,2048,0.0288715,0,50,0
6.077,10,25.95,33987,2062,0.0288715,0,50,0
6.077,8,27.76,33880.5,2018,0.03668169,0,50,0
6.077,9,25.05,33828,2037,0.04449188,0,50,0
6.077,8,25.21,33756,2025,0.04839911,0,50,0
6.077,9,29.47,33503,2036,0.04839911,0,50,0
6.077,11,26.85,33539.5,2044,0.04058892,0,50,0
6.077,6,26.69,33563,2024,0.04058892,0,50,0
6.077,12,25.3,33626.5,2021,0.04839911,0,50,0
6.077,5,31.37,33314,2007,0.04839911,0,50,0
6.077,19,24.61,33370.5,2025,0.04058892,0,50,0
6.077,11,25.01,33501,2033,0.04058892,0,50,0
6.077,12,26.05,33572,2031,0.03277873,0,50,0
6.077,11,29.5,33553.5,2045,0.03277873,0,50,0
6.077,11,26.11,33573,2023,0.03277873,0,50,0
6.077,8,26.61,33563,2021,0.04058892,0,50,0
6.077,11,29.89,33284.5,1989,0.04839911,0,50,0
6.077,11,24.95,33283,2022,0.0562093,0,50,0
6.077,8,29.36,33241,2044,0.06401948,0,50,0
6.077,13,26.6,33378.5,2033,0.06011225,0,50,0
6.077,9,26.43,33506.5,2015,0.05620502,0,50,0
6.077,12,24.07,33582,2009,0.0640152,0,50,0
6.077,10,25.28,33486.5,2019,0.0640152,0,50,0
6.077,10,28.57,33360.5,2032,0.0640152,0,50,0
6.077,13,25.87,33361,2018,0.0640152,0,50,0
6.077,8,22.66,33540.5,2036,0.07182539,0,50,0
6.077,9,25.95,33514,2019,0.0640152,0,50,0
6.077,11,24.25,33579.5,2030,0.07503503,0,50,0
6.077,7,25.68,33558,2038,0.06722484,0,50,0
6.077,2,31.75,33291,2029,0.05941465,0,50,0
6.077,10,27.21,33302,2014,0.06331761,0,50,0
6.077,12,25.43,33298,2002,0.06010797,0,50,0
6.077,6,31.53,32977,1998,0.04908815,0,50,0
6.077,12,26.92,32871.5,1987,0.04127796,0,50,0
6.077,6,29.81,32614,1980,0.04127796,0,50,0
6.077,9,28.12,32566.5,1998,0.03346777,0,50,0
6.077,12,24.74,32787.5,2010,0.02565758,0,50,0
6.077,11,22.65,33081.5,2015,0.02565758,0,50,0
6.077,10,23.8,33283.5,2005,0.02565758,0,50,0
6.077,15,20.79,33493,2010,0.02565758,0,50,0
6.077,12,25.15,33341.5,2002,0.01784739,0,50,0
6.077,9,28.39,33134,2017,0.01003721,0,50,0
6.077,8,26.33,33246,2040,0.01784739,0,50,0
6.077,5,26.33,33374,2027,0.01003721,0,50,0
6.077,11,26.51,33534,2036,0.01784739,0,50,0
6.077,16,20.68,33959,2057,0.02565758,0,50,0
6.077,9,25.85,34066,2067,0.01784739,0,50,0
6.077,10,25.69,34198,2064,0.01784739,0,50,0
6.077,14,22.61,34357,2046,0.01784739,0,50,0
6.077,8,29.08,34075,2029,0.01784739,0,50,0
6.077,13,24.66,33999,2029,0.01784739,0,50,0
6.077,9,25.06,33775.5,2016,0.01463776,0,50,0
6.077,12,24.25,33688.5,2032,0.00682757,0,50,0
6.077,10,27.84,33514.5,2029,0.00682757,0,50,0
6.077,11,28.27,33270,1993,0.00682757,0,50,0
6.077,9,27.3,33178,2016,0.00682757,0,50,0
6.077,7,28.34,33192.5,2039,-9.83E-04,0,50,0
6.077,10,25.67,33329.5,2018,-9.83E-04,0,50,0
6.077,12,26.54,33372.5,2019,-9.83E-04,0,50,0
6.077,9,27.06,33389.5,2020,-9.83E-04,0,50,0
6.077,11,28.02,33317.5,2025,0.00682757,0,50,0
6.077,12,21.4,33538.5,2015,0.01463776,0,50,0
6.077,6,28.13,33305,1994,0.01463776,0,50,0
6.077,6,28.02,33133,2009,0.00682757,0,50,0
6.077,13,22.5,33235,2013,0.00682757,0,50,0
6.077,8,26.79,33164.5,2015,0.00682757,0,50,0
6.077,13,21.29,33476,2032,0.00682757,0,50,0
6.077,12,23.15,33666.5,2036,0.00682757,0,50,0
6.077,6,26.76,33688,2035,-9.83E-04,0,50,0
6.077,13,24.69,33700,2016,0.00682757,0,50,0
6.077,12,21.21,33745,2019,0.00682757,0,50,0
6.077,7,26.77,33524,2016,0.00682757,0,50,0
6.077,12,25.6,33477.5,2018,-9.83E-04,0,50,0
6.077,8,27.8,33243,2003,-9.83E-04,0,50,0
6.077,8,26.77,33098,1999,-0.0087928,0,50,0
6.077,16,25.27,33141.5,2022,-0.0087928,0,50,0
6.077,8,26.45,33114.5,2017,-9.83E-04,0,50,0
6.077,8,26.95,33227,2027,-9.83E-04,0,50,0
6.077,9,26.67,33253,2014,-0.0087928,0,50,0
6.077,11,22.65,33492.5,2027,-0.0087928,0,50,0
6.077,7,28.72,33459.5,2032,-0.0087928,0,50,0
6.077,13,23.78,33650,2045,-0.016603,0,50,0
6.077,10,28.02,33678,2039,-0.0087928,0,50,0
6.077,7,29.8,33560,2023,-0.0087928,0,50,0
6.077,6,28.33,33463.5,2028,-0.0087928,0,50,0
6.077,11,24.68,33458,2010,-9.83E-04,0,50,0
6.077,10,27.62,33318.5,2009,-9.83E-04,0,50,0
6.077,17,23.82,33424,2033,-0.0087928,0,50,0
6.077,10,26.79,33396,2029,-0.0087928,0,50,0
6.077,12,28.01,33418.5,2047,-0.016603,0,50,0
6.077,15,25.5,33596,2033,-0.016603,0,50,0
6.077,15,25.04,33791.5,2051,-0.0055832,0,50,0
6.077,9,29.09,33748.5,2048,-0.0133934,0,50,0
6.077,14,24.26,33886.5,2042,-0.0212035,0,50,0
6.077,10,29.14,33860.5,2064,-0.0212035,0,50,0
6.077,12,24.5,34075.5,2060,-0.0212035,0,50,0
6.077,9,27.43,34004.5,2037,-0.0212035,0,50,0
6.077,10,27.21,33870.5,2040,-0.0290137,0,50,0
6.077,4,30.53,33504.5,2012,-0.0290137,0,50,0
6.077,7,26.7,33366,2019,-0.0290137,0,50,0
6.077,12,26.23,33300,2006,-0.0290137,0,50,0
6.077,13,22.63,33396.5,2012,-0.0290137,0,50,0
6.077,6,25.94,33270,1995,-0.0290137,0,50,0
6.077,7,28.97,33046,2008,-0.0290137,0,50,0
6.077,14,25.21,33158,2032,-0.0212035,0,50,0
6.077,18,21.9,33444,2024,-0.0212035,0,50,0
6.077,8,27.11,33374,2002,-0.0212035,0,50,0
6.077,13,24.99,33387.5,2015,-0.0212035,0,50,0
6.077,9,26.35,33272,2008,-0.0133934,0,50,0
6.077,9,24,33398.5,2031,-0.0133934,0,50,0
6.077,7,26.42,33458,2025,-0.0133934,0,50,0
6.077,13,26.1,33444.5,2015,-0.0055832,0,50,0
6.077,10,24.6,33494,2020,-0.0055832,0,50,0
6.077,8,24.93,33535,2032,-0.0055832,0,50,0
6.077,12,19.95,33848,2041,0.00222702,0,50,0
6.077,7,26.01,33907.5,2058,0.00222702,0,50,0
6.077,4,30.47,33855,2054,0.00222702,0,50,0
6.077,12,23.29,34146.5,2068,0.00222702,0,50,0
6.077,13,28.2,34161,2067,-0.0087928,0,50,0
6.077,13,25.13,34226.5,2062,-0.0087928,0,50,0
6.077,7,26.59,34110,2041,-9.83E-04,0,50,0
6.077,8,26.39,33897.5,2018,-9.83E-04,0,50,0
6.077,13,24.16,33817.5,2029,0.00682757,0,50,0
6.077,8,26.53,33581,2015,0.01463776,0,50,0
6.077,10,28.22,33379,2022,0.00682757,0,50,0
6.077,8,29.96,33171.5,2008,0.00682757,0,50,0
6.077,11,25.48,33180.5,2011,0.00682757,0,50,0
6.077,9,26.44,33173,2004,0.00361793,0,50,0
6.077,13,24.56,33307,2025,0.00361793,0,50,0
6.077,12,22.55,33494,2021,0.00361793,0,50,0
6.077,5,27.73,33358.5,2017,0.00361793,0,50,0
6.077,11,25.31,33380,2015,0.00361793,0,50,0
6.077,8,28.22,33256,2023,0.01142812,0,50,0
6.077,15,24.78,33352,2021,0.01142812,0,50,0
6.077,10,27.83,33288.5,2011,0.01142812,0,50,0
6.077,14,28.85,33133.5,1999,0.01923831,0,50,0
6.077,13,25.01,33160,2013,0.01923831,0,50,0
6.077,12,23.47,33326.5,2032,0.02704849,0,50,0
6.077,3,30.97,33295,2048,0.02704849,0,50,0
6.077,11,28.03,33415,2016,0.01923831,0,50,0
6.077,12,28.06,33396,2007,0.01923831,0,50,0
6.077,9,26.39,33433,2021,0.01142812,0,50,0
6.077,18,17.68,33849,2046,0.01142812,0,50,0
6.077,8,24.29,33957.5,2044,0.01142812,0,50,0
6.077,8,26.89,33787,2013,0.00361793,0,50,0
6.077,10,25.54,33587,1998,0.01142812,0,50,0
6.077,9,27.32,33363,2024,0.01142812,0,50,0
6.077,11,27.12,33319,2046,0.01142812,0,50,0
6.077,10,24.1,33649.5,2062,0.00361793,0,50,0
6.077,11,23.69,33938,2035,-0.0041923,0,50,0
6.077,9,26.63,33914,2038,-0.0041923,0,50,0
6.077,15,28.35,33789,2052,-0.0041923,0,50,0
6.077,9,26.37,33802.5,2051,-0.0120024,0,50,0
6.077,10,26.23,33815.5,2037,-0.0041923,0,50,0
6.077,11,23.89,33952.5,2034,0.00361793,0,50,0
6.077,7,24.87,34003.5,2049,0.01142812,0,50,0
6.077,7,29.61,33784,2039,0.01142812,0,50,0
6.077,17,24.33,33822,2038,0.01142812,0,50,0
6.077,7,29.01,33606,2020,0.00361793,0,50,0
6.077,12,25.24,33670.5,2047,0.00361793,0,50,0
6.077,14,26.8,33725,2051,0.00361793,0,50,0
6.077,10,23.16,34022,2069,0.01142812,0,50,0
6.077,8,27.75,34042.5,2052,0.01923831,0,50,0
6.077,10,28.18,33963,2048,0.01923831,0,50,0
6.077,6,31.06,33779,2048,0.01142812,0,50,0
6.077,11,25.21,33938.5,2062,0.01142812,0,50,0
6.077,8,28.22,33974,2055,0.01142812,0,50,0
6.077,11,27.33,33996,2046,0.00361793,0,50,0
6.077,7,25.47,33931,2023,0.01142812,0,50,0
6.077,8,28.57,33666.5,2023,0.01142812,0,50,0
6.077,10,24.71,33607,2030,0.01923831,0,50,0
6.077,8,29.71,33348.5,2024,0.01142812,0,50,0
6.077,8,29.2,33191.5,2002,0.01142812,0,50,0
6.077,13,21.7,33301.5,1987,0.00361793,0,50,0
6.077,11,27.79,33017,1989,0.00361793,0,50,0
6.077,9,23.48,33031.5,1996,0.00361793,0,50,0
6.077,8,26.58,32947,2006,0.00361793,0,50,0
6.077,11,25.13,33022,2011,-0.0041923,0,50,0
6.077,6,28.6,33066,2038,0.00361793,0,50,0
6.077,8,27.27,33302.5,2042,0.00361793,0,50,0
6.077,13,24.43,33608.5,2048,0.00361793,0,50,0
6.077,8,26.6,33801.5,2049,-0.0041923,0,50,0
6.077,16,24.28,34019,2062,-0.0120024,0,50,0
6.077,6,30.38,33836.5,2040,-0.0198126,0,50,0
6.077,8,29.83,33694.5,2033,-0.0120024,0,50,0
6.077,9,27.48,33669.5,2039,-0.0041923,0,50,0
6.077,9,25.34,33688.5,2034,-0.0120024,0,50,0
6.077,7,28.96,33444.5,2004,-0.0041923,0,50,0
6.077,10,26.36,33388,2026,-0.0120024,0,50,0
6.077,7,24.87,33419.5,2024,-0.0198126,0,50,0
6.077,9,25.26,33433,2011,-0.0198126,0,50,0
6.077,15,23.31,33544,2021,-0.0198126,0,50,0
6.077,7,26.7,33538.5,2037,-0.0120024,0,50,0
6.077,12,29.47,33376.5,2028,-0.0198126,0,50,0
6.077,11,24.45,33533.5,2040,-0.0198126,0,50,0
6.077,12,27.6,33663.5,2054,-0.0198126,0,50,0
6.077,9,26.28,33735.5,2044,-0.0276228,0,50,0
6.077,8,29.4,33671.5,2042,-0.0276228,0,50,0
6.077,9,25.38,33811,2039,-0.035433,0,50,0
6.077,11,24.92,33844.5,2027,-0.0432432,0,50,0
6.077,9,27.25,33665,2017,-0.035433,0,50,0
6.077,11,24.79,33471.5,1993,-0.0276228,0,50,0
6.077,7,29.09,33004.5,1981,-0.0276228,0,50,0
6.077,9,26.69,32901.5,2013,-0.0276228,0,50,0
6.077,10,24.59,33030.5,2019,-0.0276228,0,50,0
6.077,6,25.93,33202.5,2032,-0.0276228,0,50,0
6.077,7,27.83,33314.5,2017,-0.0276228,0,50,0
6.077,9,26.03,33553.5,2042,-0.0276228,0,50,0
6.077,5,29.48,33590,2037,-0.0198126,0,50,0
6.077,9,28.33,33482.5,2010,-0.0120024,0,50,0
6.077,17,24.64,33469,2018,-0.0120024,0,50,0
6.077,10,24.9,33381,2004,-0.0198126,0,50,0
6.077,9,23.88,33375,2013,-0.0276228,0,50,0
6.077,10,25.87,33286,1999,-0.0198126,0,50,0
6.077,10,27.34,33201,2018,-0.0198126,0,50,0
6.077,11,28.26,33163,2019,-0.0198126,0,50,0
6.077,11,26.72,33225,2018,-0.0198126,0,50,0
6.077,10,23.96,33269,1990,-0.0276228,0,50,0
6.077,13,23.19,33305,2006,-0.035433,0,50,0
6.077,8,26.81,33182.5,2010,-0.0432432,0,50,0
6.077,11,25.94,33254.5,2044,-0.0432432,0,50,0
6.077,11,25.23,33367.5,2022,-0.0432432,0,50,0
6.077,8,29.98,33285,2020,-0.0432432,0,50,0
6.077,10,26.23,33381.5,2016,-0.035433,0,50,0
6.077,7,28.01,33207.5,2009,-0.035433,0,50,0
6.077,6,33.45,32857.5,2002,-0.035433,0,50,0
6.077,15,23.79,33103.5,2034,-0.0276228,0,50,0
6.077,11,24.83,33218,2013,-0.0276228,0,50,0
6.077,11,25.83,33374.5,2029,-0.035433,0,50,0
6.077,11,26.12,33483.5,2023,-0.035433,0,50,0
6.077,7,30.21,33286,2007,-0.0432432,0,50,0
6.077,12,29.15,33159,2004,-0.0432432,0,50,0
6.077,16,24.58,33254.5,2019,-0.0510534,0,50,0
6.077,13,25.66,33226,2021,-0.0510534,0,50,0
6.077,14,23.52,33408.5,2031,-0.0510534,0,50,0
6.077,11,28.23,33421.5,2031,-0.0588636,0,50,0
6.077,14,23.52,33720.5,2049,-0.0588636,0,50,0
6.077,11,24.7,33888.5,2053,-0.0588636,0,50,0
6.077,11,26.2,33872.5,2047,-0.0588636,0,50,0
6.077,7,26.96,33840,2039,-0.0588636,0,50,0
6.077,13,25.09,33915.5,2058,-0.0666738,0,50,0
6.077,14,22.71,34074,2051,-0.0666738,0,50,0
6.077,8,27.6,33984.5,2049,-0.0666738,0,50,0
6.077,13,22.03,34094,2033,-0.0588636,0,50,0
6.077,9,25.62,34006,2042,-0.0588636,0,50,0
6.077,12,25.03,33885.5,2023,-0.0588636,0,50,0
6.077,8,25.71,33714,2019,-0.0588636,0,50,0
6.077,9,27.57,33553.5,2032,-0.0588636,0,50,0
6.077,5,30.9,33356,2040,-0.0666738,0,50,0
6.077,18,24.86,33559,2047,-0.0666738,0,50,0
6.077,10,25.01,33746.5,2040,-0.0666738,0,50,0
6.077,9,25.77,33818,2028,-0.0666738,0,50,0
6.077,10,25.51,33777,2027,-0.0744839,0,50,0
6.077,7,26.49,33670,2032,-0.0744839,0,50,0
6.077,14,24.73,33679,2031,-0.0744839,0,50,0
6.077,10,27.57,33702.5,2057,-0.0666738,0,50,0
6.077,10,29.03,33695,2048,-0.0666738,0,50,0
6.077,11,23.58,33851.5,2026,-0.0666738,0,50,0
6.077,11,21.06,33984.5,2035,-0.0666738,0,50,0
6.077,6,30.11,33574,2012,-0.0666738,0,50,0
6.077,9,25.69,33406.5,2002,-0.0666738,0,50,0
6.077,13,25.8,33312,2015,-0.0666738,0,50,0
6.077,9,27.27,33190.5,2006,-0.0666738,0,50,0
6.077,7,28.22,33025.5,1998,-0.0666738,0,50,0
6.077,15,26.29,33015,2012,-0.0744839,0,50,0
6.077,6,29.35,32901,2009,-0.0744839,0,50,0
6.077,14,26.27,33028,2021,-0.0744839,0,50,0
6.077,10,23.73,33241.5,2007,-0.0666738,0,50,0
6.077,9,25.62,33259.5,2011,-0.0666738,0,50,0
6.077,11,24.03,33288.5,2003,-0.0666738,0,50,0
6.077,12,23.85,33348.5,2025,-0.0744839,0,50,0
6.077,6,27.26,33229,2004,-0.0744839,0,50,0
6.077,11,23.79,33424,2026,-0.0744839,0,50,0
6.077,5,28.09,33478,2029,-0.0822941,0,50,0
6.077,17,22.42,33608,2017,-0.0901043,0,50,0
6.077,8,27.69,33432.5,2017,-0.0822941,0,50,0
6.077,9,30.72,33184.5,2007,-0.0822941,0,50,0
6.077,9,26.2,33156.5,2015,-0.0822941,0,50,0
6.077,8,26.82,33117,1994,-0.0822941,0,50,0
6.077,9,27.35,33109.5,2012,-0.0822941,0,50,0
6.077,16,21.71,33420.5,2043,-0.0822941,0,50,0
6.077,12,24.94,33525,2025,-0.0822941,0,50,0
6.077,7,28.63,33388,2002,-0.0822941,0,50,0
6.077,13,28.31,33203,1999,-0.0822941,0,50,0
6.077,8,27.52,33056.5,2012,-0.0822941,0,50,0
6.077,10,25.08,33161,2013,-0.0822941,0,50,0
6.077,10,26.49,33212.5,2027,-0.0822941,0,50,0
6.077,9,27.96,33274.5,2034,-0.0822941,0,50,0
6.077,10,26.61,33461,2055,-0.0901043,0,50,0
6.077,11,26.42,33641,2039,-0.0901043,0,50,0
6.077,9,24.45,33842,2042,-0.0901043,0,50,0
6.077,10,26.29,33810,2032,-0.0901043,0,50,0
6.077,10,27.76,33560.5,2014,-0.0901043,0,50,0
6.077,13,22.98,33539.5,2004,-0.0901043,0,50,0
6.077,10,25.81,33345.5,1991,-0.0901043,0,50,0
6.077,13,23.39,33216.5,1994,-0.0822941,0,50,0
6.077,11,24.66,33129,2007,-0.0822941,0,50,0
6.077,4,27.53,33032,2015,-0.0901043,0,50,0
6.077,12,25.94,33164,2032,-0.0901043,0,50,0
6.077,11,29.12,33245,2022,-0.0979145,0,50,0
6.077,13,26.01,33364,2007,-0.0979145,0,50,0
6.077,10,23.76,33423.5,2009,-0.0979145,0,50,0
6.077,7,28.71,33228.5,2010,-0.0979145,0,50,0
6.077,12,26.65,33138,2001,-0.0979145,0,50,0
6.077,7,28.18,33012.5,2003,-0.0979145,0,50,0
6.077,15,24.2,33232,2031,-0.0979145,0,50,0
6.077,12,25.12,33391.5,2032,-0.0979145,0,50,0
6.077,8,26.64,33517,2031,-0.0979145,0,50,0
6.077,8,26.88,33625,2035,-0.0979145,0,50,0
6.077,10,27.11,33705.5,2061,-0.1057247,0,50,0
6.077,14,27.23,33804.5,2058,-0.1057247,0,50,0
6.077,13,25.41,33980.5,2058,-0.1057247,0,50,0
6.077,8,27.67,33985,2050,-0.1057247,0,50,0
6.077,5,29.24,33968,2062,-0.1057247,0,50,0
6.077,15,25.48,34133,2068,-0.1057247,0,50,0
6.077,12,24.97,34226,2052,-0.1057247,0,50,0
6.077,12,26.27,34282,2073,-0.1057247,0,50,0
6.077,11,30.13,34130.5,2057,-0.1057247,0,50,0
6.077,13,26.44,34144.5,2068,-0.1057247,0,50,0
6.077,13,25.06,34292,2069,-0.1057247,0,50,0
6.077,7,27.19,34261.5,2064,-0.1135349,0,50,0
6.077,14,23.51,34380.5,2060,-0.1135349,0,50,0
6.077,12,25.1,34323,2045,-0.1135349,0,50,0
6.077,8,30.03,33977,2042,-0.1135349,0,50,0
6.077,10,26.48,33825.5,2032,-0.1057247,0,50,0
6.077,14,25.49,33780.5,2046,-0.1135349,0,50,0
6.077,13,26.31,33766,2036,-0.1135349,0,50,0
6.077,11,21.88,33881,2023,-0.1135349,0,50,0
6.077,11,27.49,33669,2022,-0.1135349,0,50,0
6.077,10,27.34,33471,2018,-0.1135349,0,50,0
6.077,7,28.62,33255.5,2014,-0.1135349,0,50,0
6.077,10,24.74,33404.5,2038,-0.1135349,0,50,0
6.077,10,26.64,33484,2028,-0.1135349,0,50,0
6.077,11,25.91,33597,2040,-0.1135349,0,50,0
6.077,11,24.53,33762,2048,-0.1135349,0,50,0
6.077,13,26.15,33810,2051,-0.1135349,0,50,0
6.077,17,23.74,33909,2028,-0.1135349,0,50,0
6.077,10,26.99,33896,2046,-0.1135349,0,50,0
6.077,20,22.29,33981,2040,-0.1057247,0,50,0
6.077,7,25.57,33887,2034,-0.0979145,0,50,0
6.077,10,21.96,33967.5,2036,-0.0979145,0,50,0
6.077,7,27.98,33772,2039,-0.0979145,0,50,0
6.077,12,28.82,33619,2035,-0.0901043,0,50,0
6.077,9,28.81,33425.5,2015,-0.0901043,0,50,0
6.077,11,26.05,33383.5,2017,-0.0901043,0,50,0
6.077,14,23.92,33440.5,2014,-0.0901043,0,50,0
6.077,11,22.54,33504,2015,-0.0901043,0,50,0
6.077,12,25.87,33377.5,2009,-0.0901043,0,50,0
6.077,13,23.35,33418,2014,-0.0979145,0,50,0
6.077,13,25.88,33312.5,2013,-0.0979145,0,50,0
6.077,14,25.03,33395,2042,-0.0979145,0,50,0
6.077,12,24.5,33603.5,2044,-0.0979145,0,50,0
6.077,13,22.03,34000.5,2069,-0.0979145,0,50,0
6.077,4,27.1,34015,2045,-0.0979145,0,50,0
6.077,11,27.46,33855.5,2027,-0.0901043,0,50,0
6.077,14,24.1,33800.5,2018,-0.0901043,0,50,0
6.077,9,25.82,33629,2031,-0.0901043,0,50,0
6.077,13,24.87,33471.5,2015,-0.0901043,0,50,0
6.077,9,25.91,33395.5,2025,-0.0901043,0,50,0
6.077,11,24.18,33443.5,2012,-0.0901043,0,50,0
6.077,10,24.3,33508.5,2043,-0.0901043,0,50,0
6.077,12,25.34,33752,2062,-0.0979145,0,50,0
6.077,15,25.21,33914,2048,-0.0901043,0,50,0
6.077,12,25.92,33932.5,2030,-0.0822941,0,50,0
6.077,8,25.73,33856.5,2028,-0.0901043,0,50,0
6.077,8,26.81,33623.5,2015,-0.0901043,0,50,0
6.077,9,26.28,33409,2005,-0.0901043,0,50,0
6.077,6,26.56,33249,1999,-0.0901043,0,50,0
6.077,8,26.25,33069,1998,-0.0901043,0,50,0
6.077,12,26.01,33126,2037,-0.0901043,0,50,0
6.077,14,25.82,33248,2026,-0.0979145,0,50,0
6.077,5,28.17,33127.5,2012,-0.0901043,0,50,0
6.077,11,27.05,33350,2049,-0.0901043,0,50,0
6.077,11,24.98,33609,2060,-0.0901043,0,50,0
6.077,10,24.55,33837.5,2042,-0.0901043,0,50,0
6.077,13,29.67,33731.5,2012,-0.0901043,0,50,0
6.077,12,27.8,33542,2015,-0.0822941,0,50,0
6.077,6,28.04,33435.5,2022,-0.0901043,0,50,0
6.077,14,22.77,33538,2019,-0.0822941,0,50,0
6.077,8,23.3,33712.5,2032,-0.0822941,0,50,0
6.077,12,26.95,33732.5,2042,-0.0822941,0,50,0
6.077,14,26.13,33731.5,2039,-0.0901043,0,50,0
6.077,8,27.75,33548,2004,-0.0901043,0,50,0
6.077,9,27.67,33406.5,2027,-0.0901043,0,50,0
6.077,7,26.95,33381.5,2042,-0.0901043,0,50,0
6.077,12,24.66,33576.5,2051,-0.0901043,0,50,0
6.077,6,26.53,33651.5,2030,-0.0901043,0,50,0
6.077,10,28.96,33517,2014,-0.0901043,0,50,0
6.077,13,22.97,33734,2040,-0.0901043,0,50,0
6.077,10,27.18,33683.5,2038,-0.0901043,0,50,0
6.077,8,26.57,33678.5,2030,-0.0901043,0,50,0
6.077,10,29.18,33663,2048,-0.0901043,0,50,0
6.077,13,22.55,33894.5,2057,-0.0901043,0,50,0
6.077,9,24.41,33956.5,2040,-0.0901043,0,50,0
6.077,11,26.03,33957.5,2044,-0.0822941,0,50,0
6.077,13,23.06,34204.5,2082,-0.0744839,0,50,0
6.077,12,23.64,34335.5,2071,-0.0744839,0,50,0
6.077,7,29.67,34132.5,2049,-0.0744839,0,50,0
6.077,9,26.91,34034,2040,-0.0822941,0,50,0
6.077,10,25.02,33917.5,2025,-0.0822941,0,50,0
6.077,8,26.65,33659.5,2014,-0.0822941,0,50,0
6.077,11,26.54,33382,2003,-0.0901043,0,50,0
6.077,9,26.68,33178.5,2010,-0.0901043,0,50,0
6.077,12,25.76,33162,2024,-0.0901043,0,50,0
6.077,11,25.52,33319,2025,-0.0901043,0,50,0
6.077,9,26.59,33277,2004,-0.0901043,0,50,0
6.077,9,27.53,33169,1996,-0.0901043,0,50,0
6.077,14,22.23,33280.5,2001,-0.0822941,0,50,0
6.077,12,24.41,33269,2001,-0.0822941,0,50,0
6.077,8,26.94,33130.5,2013,-0.0822941,0,50,0
6.077,7,26.8,33101,2030,-0.0822941,0,50,0
6.077,12,25.65,33367,2046,-0.0822941,0,50,0
6.077,9,28.17,33455,2033,-0.0901043,0,50,0
6.077,12,23.52,33691,2030,-0.0901043,0,50,0
6.077,11,25.43,33793.5,2052,-0.0901043,0,50,0
6.077,9,26.5,33739,2040,-0.0901043,0,50,0
6.077,11,29.11,33669,2058,-0.0901043,0,50,0
6.077,8,25.76,33847.5,2042,-0.0901043,0,50,0
6.077,9,25.56,33839.5,2021,-0.0901043,0,50,0
6.077,7,28,33748.5,2035,-0.0901043,0,50,0
6.077,12,26.29,33681,2042,-0.0822941,0,50,0
6.077,9,23.68,33761.5,2048,-0.0822941,0,50,0
6.077,8,26.62,33852.5,2065,-0.0822941,0,50,0
6.077,11,25.66,33950.5,2050,-0.0822941,0,50,0
6.077,8,27.32,33943,2053,-0.0822941,0,50,0
6.077,10,30.12,33819,2056,-0.0822941,0,50,0
6.077,11,27.61,33790.5,2037,-0.0744839,0,50,0
6.077,10,28.2,33647,2011,-0.0822941,0,50,0
6.077,12,26.17,33572,2029,-0.0901043,0,50,0
6.077,11,29.54,33388.5,2038,-0.0901043,0,50,0
6.077,10,26.45,33344,2031,-0.0901043,0,50,0
6.077,13,24.4,33545,2043,-0.0901043,0,50,0
6.077,8,26.59,33630,2043,-0.0822941,0,50,0
6.077,12,24.77,33858.5,2060,-0.0901043,0,50,0
6.077,10,23.93,34190,2080,-0.0901043,0,50,0
6.077,7,24.66,34382,2072,-0.0901043,0,50,0
6.077,8,30.64,34167.5,2042,-0.0901043,0,50,0
6.077,7,28.77,33987.5,2029,-0.0901043,0,50,0
6.077,8,30.68,33599,2015,-0.0979145,0,50,0
6.077,16,22.82,33798.5,2062,-0.0979145,0,50,0
6.077,9,26.71,33857.5,2044,-0.0979145,0,50,0
6.077,10,24.27,33919,2041,-0.0979145,0,50,0
6.077,8,31.22,33621.5,2025,-0.0979145,0,50,0
6.077,12,26.08,33614.5,2042,-0.0979145,0,50,0
6.077,10,29.05,33607.5,2058,-0.0979145,0,50,0
6.077,12,24.7,33928,2063,-0.0979145,0,50,0
6.077,4,27.21,34070,2051,-0.0979145,0,50,0
6.077,15,25.26,34122,2038,-0.0901043,0,50,0
6.077,8,29.48,33840,2022,-0.0901043,0,50,0
6.077,10,25.7,33697,2025,-0.0901043,0,50,0
6.077,10,26.68,33584,2042,-0.0901043,0,50,0
6.077,6,28.84,33477,2030,-0.0979145,0,50,0
6.077,10,25.52,33665.5,2048,-0.1057247,0,50,0
6.077,14,22.45,33965,2043,-0.1057247,0,50,0
6.077,9,28.2,33861.5,2034,-0.1057247,0,50,0
6.077,10,29.65,33667,2029,-0.1057247,0,50,0
6.077,11,24.2,33750,2041,-0.1057247,0,50,0
6.077,13,28.46,33706.5,2045,-0.1057247,0,50,0
6.077,7,27.34,33673.5,2033,-0.1057247,0,50,0
6.077,11,29.62,33588.5,2044,-0.1135349,0,50,0
