"GreenPatches","K","TotalBM","k.i","Payoffs","beta.i","Loggers","highMinCut","lowMinCut","loggers30Periods","highMC30Periods","lowMC30Periods","highLowMC30Periods"
"1088","9.31","11410","9.67","0.59","0.49322732751365","100","44","53","72","34","38","72"
"1111","9.31","11418.5","9.53","0.74","0.48356090270622","100","44","54","72","33","39","72"
"1137","9.31","11524","9.57","2.1","0.4855384036396","100","44","54","72","33","39","72"
"1144","9.31","11699","9.6","2.375","0.4855384036396","100","45","54","73","34","39","73"
"1152","9.31","12303","9.61","-2.075","0.48711456305295","100","45","54","74","34","40","74"
"1138","9.31","12106","9.43","5.25","0.48897557545227","100","44","54","74","34","40","74"
"1102","9.31","11977","9.22","2.2","0.4866253528486","100","43","55","73","33","40","73"
"1092","9.31","11576","9.15","4.935","0.48469467625961","100","43","56","73","33","40","73"
"1036","9.31","11004","9.07","5.025","0.4809029872713","100","43","56","74","34","40","74"
"1026","9.31","10329","9.07","5.835","0.48288048820468","100","43","56","74","35","39","74"
"1023","9.31","10405.5","8.97","-1.565","0.48053026560101","100","42","55","74","35","39","74"
"1033","9.31","10060.5","8.97","3.235","0.48053026560101","100","42","55","74","36","38","74"
"1071","9.31","10294.5","9.11","-1.08","0.48210642501436","100","42","54","74","36","38","74"
"1071","9.31","10646","9.25","-0.675","0.4778078486086","100","42","54","74","37","37","74"
"1066","9.31","10964","9.38","-1.485","0.4778078486086","100","43","54","73","37","36","73"
"1097","9.31","11050.5","9.24","1.025","0.4778078486086","100","43","54","73","37","36","73"
"1078","9.31","10983.5","9.32","2.45","0.4778078486086","100","44","54","74","38","36","74"
"1034","9.31","10477.5","9.43","4.605","0.4778078486086","100","44","54","75","38","37","75"
"1049","9.31","10640","9.32","-1.3","0.47594683620928","100","43","54","75","38","37","75"
"1047","9.31","10602.5","9.21","0.56","0.47787751279827","100","42","54","75","37","38","75"
"1057","9.31","10820","9.12","-1.295","0.47594683620928","100","41","54","75","36","39","75"
"1065","9.31","10634","8.98","2.67","0.4778078486086","100","41","54","74","35","39","74"
"1040","9.31","10496.5","8.97","2.42","0.47430101260626","100","41","55","74","34","40","74"
"1049","9.31","10466","9.1","1.1","0.47587717201961","100","42","55","73","34","39","73"
"1050","9.31","10487","8.98","0.575","0.46922837301018","100","41","56","73","33","40","73"
"1032","9.31","10301","8.98","2.29","0.46922837301018","100","41","56","72","33","39","72"
"1014","9.31","10345.5","9.06","-0.115","0.46922837301018","100","41","55","73","34","39","73"
"1055","9.31","10598.5","8.9","-2.175","0.47224599880817","100","40","55","72","33","39","72"
"1071","9.31","10695","8.89","0.245","0.4668781504065","100","40","56","73","33","40","73"
"1110","9.31","11062.5","9","-1.13","0.47117672681227","100","41","56","73","33","40","73"
"1102","9.31","11196.5","9.09","1.205","0.47117672681227","100","42","56","73","33","40","73"
"1083","9.31","11341","9.13","0.115","0.47117672681227","100","42","56","72","33","39","72"
"1118","9.31","11627","8.99","-1.18","0.46960056739891","100","42","57","73","33","40","73"
"1130","9.31","11686.5","9.04","2.035","0.47310740340126","100","43","57","74","33","41","74"
"1137","9.31","11818.5","9.04","1.95","0.47310740340126","100","43","57","75","33","42","75"
"1144","9.31","11906.5","8.83","2.85","0.46530199099315","100","42","58","76","34","42","76"
"1148","9.31","12286","8.65","-0.165","0.46179515499081","100","41","58","77","35","42","77"
"1158","9.31","12150.5","8.65","5.31","0.46179515499081","100","41","58","76","35","41","76"
"1174","9.31","12447","8.44","1.66","0.46021899557745","100","40","59","77","36","41","77"
"1181","9.31","12514.5","8.44","3.96","0.46179515499081","100","40","59","77","37","40","77"
"1163","9.31","12607","8.44","2.25","0.46179515499081","100","40","59","77","37","40","77"
"1140","9.31","12333","8.47","5.74","0.46530199099315","100","40","58","78","37","41","78"
"1142","9.31","12162","8.55","4.215","0.46530199099315","100","40","58","77","37","40","77"
"1137","9.31","12033","8.81","3.48","0.46687815040651","100","41","56","77","38","39","77"
"1186","9.31","12238","8.85","1.935","0.46530199099315","100","41","57","78","38","40","78"
"1226","9.31","12703","8.85","1.825","0.46530199099315","100","41","57","78","38","40","78"
"1235","9.31","13126","8.68","3.125","0.46295176838948","100","41","58","77","37","40","77"
"1284","9.31","13884","8.72","1.83","0.46452792780283","100","41","58","77","37","40","77"
"1285","9.31","14141.5","8.51","6.325","0.46831961679114","100","40","59","76","36","40","76"
"1264","9.31","14137.5","8.32","6.31","0.46674345737778","100","39","60","75","35","40","75"
"1257","9.31","14567.5","8.2","0.56","0.46790007077646","100","38","59","74","34","40","74"
"1242","9.31","14267","8.04","6.245","0.46976108317577","100","37","59","73","33","40","73"
"1235","9.31","13890.5","8.23","6.545","0.47133724258913","100","37","58","74","34","40","74"
"1216","9.31","13814.5","8.3","3.45","0.46703866618336","100","37","57","74","34","40","74"
"1198","9.31","13339.5","8.25","7.1","0.46703866618336","100","37","58","73","33","40","73"
"1194","9.31","13297","8.47","3.14","0.47054550218571","100","38","56","73","33","40","73"
"1202","9.31","13199","8.59","3.515","0.47591335058737","100","39","55","74","33","41","74"
"1209","9.31","13052","8.54","5.575","0.46810793817926","100","39","56","74","33","41","74"
"1206","9.31","13093","8.62","3.84","0.46810793817926","100","39","56","74","34","40","74"
"1202","9.31","13185.5","8.8","3.345","0.47240651458502","100","39","56","73","34","39","73"
"1177","9.31","12902.5","8.64","6.25","0.46861482559672","100","38","56","73","33","40","73"
"1177","9.31","12864.5","8.68","3.57","0.47398267399838","100","38","56","73","33","40","73"
"1157","9.31","12758.5","8.69","2.515","0.47398267399838","100","38","56","72","33","39","72"
"1159","9.31","12618","8.5","3.445","0.47398267399838","100","37","56","71","32","39","71"
"1145","9.31","12320","8.51","4.895","0.47398267399838","100","37","55","71","32","39","71"
"1115","9.31","11991.5","8.38","4.08","0.46431624919096","100","37","56","71","31","40","71"
"1093","9.31","11613.5","8.48","4.9","0.46589240860431","100","37","55","71","31","40","71"
"1059","9.31","11124.5","8.72","4.785","0.46391490767094","100","39","55","71","31","40","71"
"1072","9.31","11007.5","8.75","1.17","0.46978964349005","100","39","55","72","31","41","72"
"1062","9.31","10692.5","8.75","4.22","0.46978964349005","100","39","55","72","31","41","72"
"1054","9.31","10768","8.85","-0.355","0.46978964349005","100","41","55","72","32","40","72"
"1107","9.31","10896","8.96","1.555","0.47566437930917","100","41","55","73","32","41","73"
"1076","9.31","10912.5","9.02","1.88","0.48231317831861","100","41","55","72","32","40","72"
"1084","9.31","11243.5","8.96","-2.175","0.4785214893303","100","40","53","71","31","40","71"
"1138","9.31","11522","9.09","0.91","0.47264675351119","100","41","54","71","31","40","71"
"1175","9.31","12186.5","9.32","-2.595","0.47264675351119","100","42","53","71","31","40","71"
"1181","9.31","12688","9.11","-1.32","0.46727890510953","100","41","54","72","31","41","72"
"1151","9.31","12604","8.98","3.165","0.46372524476279","100","40","55","72","30","42","72"
"1143","9.31","12643","8.99","1.24","0.46723208076514","100","40","55","72","31","41","72"
"1117","9.31","12295.5","8.78","3.48","0.46367842041841","100","39","56","72","31","41","72"
"1117","9.31","11983.5","8.86","3.57","0.45937984401264","100","39","56","72","31","41","72"
"1117","9.31","11774.5","8.76","3.195","0.45937984401264","100","38","56","72","31","41","72"
"1109","9.31","11757","8.76","1.895","0.46131052060163","100","39","56","72","31","41","72"
"1087","9.31","11443.5","8.84","3.965","0.46131052060163","100","40","55","72","32","40","72"
"1111","9.31","11307.5","8.69","3.605","0.45594267219997","100","40","56","71","31","40","71"
"1132","9.31","11567.5","8.61","0.565","0.45006793638085","100","40","57","71","31","40","71"
"1133","9.31","11845","8.61","0.44","0.45006793638085","100","40","57","71","32","39","71"
"1118","9.31","11858.5","8.44","2.075","0.44820692398154","100","39","58","72","33","39","72"
"1118","9.31","12128","8.38","-1.53","0.44283907557988","100","38","58","72","32","40","72"
"1124","9.31","12102.5","8.18","1.36","0.43747122717822","100","37","59","72","31","41","72"
"1116","9.31","12088","8.02","0.975","0.43512100457455","100","36","60","72","30","42","72"
"1118","9.31","12061","7.88","0.65","0.43354484516119","100","35","61","72","30","42","72"
"1106","9.31","11868","7.96","3.425","0.43156734422782","100","35","61","71","30","41","71"
"1118","9.31","11931","7.96","0.965","0.42726876782205","100","35","61","71","30","41","71"
"1133","9.31","11936.5","7.97","1.995","0.42297019141629","100","35","61","72","31","41","72"
"1129","9.31","12032","7.81","1.17","0.42676188040459","100","35","62","72","31","41","72"
"1144","9.31","12385.5","7.61","-1.115","0.42676188040459","100","34","63","72","30","42","72"
"1131","9.31","12215.5","7.67","2.835","0.4345672928127","100","34","62","73","31","42","73"
"1128","9.31","12136","7.78","1.42","0.4345672928127","100","35","61","73","31","42","73"
"1104","9.31","11785","7.81","4.705","0.43026871640694","100","35","61","72","31","41","72"
"1076","9.31","11422.5","7.76","4.415","0.43026871640694","100","35","61","72","30","42","72"
"1088","9.31","11342","7.92","1.15","0.43993514121436","100","35","59","72","30","42","72"
"1117","9.31","11464.5","8.02","1.115","0.4434419772167","100","37","59","73","31","42","73"
"1120","9.31","11730","8.19","-0.06","0.44146447628333","100","37","59","73","32","41","73"
"1161","9.31","12273.5","8.2","-2.4","0.44146447628333","100","37","59","72","32","40","72"
"1175","9.31","12580.5","8.08","1.115","0.43365906387522","100","36","59","71","31","40","71"
"1154","9.31","12411","7.95","4.855","0.43010540352849","100","35","60","71","30","41","71"
"1148","9.31","12324.5","8.01","4.31","0.43547325193015","100","35","60","72","30","42","72"
"1152","9.31","12499","8.27","0.365","0.43782347453382","100","37","58","72","30","42","72"
"1208","9.31","12611.5","8.15","3.23","0.43001806212571","100","37","59","72","30","42","72"
"1204","9.31","12644.5","7.98","4.585","0.42465021372405","100","37","60","72","29","43","72"
"1161","9.31","12546","8.06","5.155","0.4289779372611","100","37","59","72","29","43","72"
"1192","9.31","12942.5","8.11","1.445","0.43485267308022","100","37","59","72","30","42","72"
"1198","9.31","13057","7.95","3.455","0.43106098409192","100","36","59","72","30","42","72"
"1249","9.31","13654","7.74","-1.085","0.43485267308022","100","35","60","71","29","42","71"
"1235","9.31","13768","7.99","3.465","0.43642883249358","100","35","58","70","29","41","70"
"1232","9.31","13744","7.82","5.15","0.43828984489289","100","34","59","71","29","42","71"
"1210","9.31","13710","7.81","4.74","0.43048443248479","100","33","58","71","28","43","71"
"1210","9.31","13706","7.94","2.46","0.42618585607902","100","33","58","71","29","42","71"
"1236","9.31","13765","8.14","3.53","0.43155370448068","100","33","57","72","29","43","72"
"1231","9.31","13645.5","8.16","5.44","0.42725512807492","100","33","57","72","29","43","72"
"1211","9.31","13742","8.14","3.475","0.42911614047423","100","33","58","72","28","44","72"
"1199","9.31","13584","7.99","4.565","0.43213376627222","100","33","59","72","28","44","72"
"1241","9.31","13683.5","7.93","2.67","0.42834207728392","100","33","60","72","27","45","72"
"1242","9.31","13795.5","7.74","3.575","0.42676591787056","100","33","61","72","26","46","72"
"1239","9.31","13813","7.9","4.675","0.42676591787056","100","35","60","73","26","47","73"
"1246","9.31","13898.5","8.2","4.185","0.43027275387291","100","35","58","73","27","46","73"
"1204","9.31","13566.5","8.27","6.885","0.42795167840052","100","35","58","72","27","45","72"
"1223","9.31","13768.5","8.51","1.42","0.43145851440286","100","38","57","72","28","44","72"
"1183","9.31","13418","8.6","7.395","0.43145851440286","100","38","57","73","28","45","73"
"1196","9.31","13386","8.64","2.56","0.43575709080863","100","38","56","73","28","45","73"
"1193","9.31","13461.5","8.49","1.975","0.43027275387291","100","37","57","73","28","45","73"
"1177","9.31","13042.5","8.38","6.02","0.42060632906548","100","37","58","73","28","45","73"
"1154","9.31","12515","8.45","6.94","0.41630775265972","100","38","58","73","29","44","73"
"1168","9.31","12615","8.51","2.395","0.41630775265972","100","39","58","73","29","44","73"
"1219","9.31","12940","8.34","1.45","0.41093990425806","100","38","59","72","28","44","72"
"1215","9.31","13084","8.21","4.735","0.41093990425806","100","37","59","73","28","45","73"
"1220","9.31","13653.5","8.23","-0.855","0.41828525359309","100","37","59","73","28","45","73"
"1224","9.31","13460","8.02","6.52","0.41477841759075","100","36","60","73","28","45","73"
"1229","9.31","13500","8.23","3.715","0.41635457700411","100","36","58","73","29","44","73"
"1243","9.31","13646","8.31","3.63","0.42222931282323","100","37","58","73","29","44","73"
"1234","9.31","13624","8.26","5.645","0.41442390041512","100","36","58","73","28","45","73"
"1204","9.31","13543","8.26","4.62","0.41012532400935","100","36","58","72","28","44","72"
"1201","9.31","13331","8.14","5.29","0.41198633640867","100","35","58","72","28","44","72"
"1180","9.31","13027.5","8.08","6.175","0.41198633640867","100","35","58","72","28","44","72"
"1183","9.31","12735","8.29","6.06","0.4155399967554","100","37","58","72","29","43","72"
"1176","9.31","12628.5","8.33","4.23","0.42218879576483","100","37","57","71","29","42","71"
"1170","9.31","12562","8.47","4.555","0.42218879576483","100","37","56","71","30","41","71"
"1187","9.31","12916","8.35","0.19","0.41631405994572","100","37","57","71","29","42","71"
"1205","9.31","13184.5","8.32","1.145","0.4193316857437","100","37","57","70","28","42","70"
"1221","9.31","13325.5","8.2","3.225","0.4193316857437","100","37","57","70","28","42","70"
"1240","9.31","13469.5","8.19","2.99","0.41345694992459","100","36","58","70","27","43","70"
"1241","9.31","13683.5","8.3","3.855","0.41775552633035","100","36","58","70","28","42","70"
"1261","9.31","13947","8.51","3.275","0.42510087566539","100","36","57","70","29","41","70"
"1256","9.31","14056","8.56","4.295","0.42510087566539","100","37","57","71","30","41","71"
"1224","9.31","13795","8.62","6.66","0.43046872406705","100","38","56","71","30","41","71"
"1244","9.31","13723.5","8.78","6.035","0.43281894667072","100","39","55","71","30","41","71"
"1230","9.31","13739","8.81","4.51","0.43632578267306","100","40","55","71","31","40","71"
"1214","9.31","13641.5","8.84","4.725","0.44169363107472","100","41","55","70","31","39","70"
"1182","9.31","13374.5","8.87","6.525","0.44169363107472","100","41","54","70","32","38","70"
"1201","9.31","13139.5","8.8","5.455","0.44285024447339","100","40","55","70","31","39","70"
"1233","9.31","13340","8.83","2.065","0.43318381966597","100","39","55","70","30","40","70"
"1205","9.31","13300.5","8.89","4.8","0.43550489513836","100","39","55","70","30","40","70"
"1209","9.31","13442.5","8.92","2.47","0.43199805913601","100","39","55","71","30","41","71"
"1259","9.31","13782.5","9.06","2.525","0.43199805913601","100","42","55","71","30","41","71"
"1262","9.31","14060.5","9.13","3.095","0.43629663554178","100","42","55","72","30","42","72"
"1249","9.31","14029.5","9.24","5.93","0.44166448394344","100","42","55","72","30","42","72"
"1263","9.31","14176.5","9.31","4.095","0.43736590753767","100","42","54","72","31","41","72"
"1268","9.31","14423","9.13","2.97","0.43071710852824","100","42","55","72","31","41","72"
"1256","9.31","14409","9.19","4.04","0.43659184434736","100","43","55","71","31","40","71"
"1242","9.31","14168","9.33","5.76","0.44246658016648","100","43","53","71","32","39","71"
"1250","9.31","14198.5","9.48","3.485","0.44246658016648","100","43","53","72","33","39","72"
"1270","9.31","14217.5","9.38","4.56","0.44246658016648","100","42","53","73","33","40","73"
"1292","9.31","14381","9.39","4.81","0.44676515657224","100","42","53","73","33","40","73"
"1282","9.31","14499.5","9.49","5.07","0.44676515657224","100","44","53","73","34","39","73"
"1251","9.31","14335.5","9.62","7.035","0.451063732978","100","45","53","74","35","39","74"
"1275","9.31","14295.5","9.73","5.355","0.45536230938377","100","45","53","74","36","38","74"
"1258","9.31","14563","9.75","2.055","0.45536230938377","100","45","53","74","37","37","74"
"1220","9.31","14105.5","9.8","7.565","0.45304123391138","100","45","53","75","37","38","75"
"1250","9.31","14019","9.59","4.535","0.45497191050037","100","44","54","75","37","38","75"
"1272","9.31","14105","9.65","3.34","0.46084664631949","100","44","53","75","37","38","75"
"1233","9.31","13737.5","9.79","8.74","0.46514522272525","100","46","52","75","38","37","75"
"1224","9.31","13892.5","9.79","2.925","0.47051307112691","100","46","52","74","38","36","74"
"1218","9.31","13830","9.79","5.06","0.47638780694603","100","46","52","74","38","36","74"
"1217","9.31","13486","9.99","6.83","0.47638780694603","100","46","50","74","39","35","74"
"1230","9.31","13542.5","9.91","3.42","0.47403758434236","100","46","51","75","39","36","75"
"1205","9.31","13461","10.05","5.05","0.48370400914978","100","46","50","76","40","36","76"
"1192","9.31","13083","10.05","7.075","0.48800258555554","100","46","50","76","40","36","76"
"1198","9.31","12977","10.07","4.44","0.49230116196131","100","46","50","76","41","35","76"
"1208","9.31","13024","9.94","3.66","0.49307522515162","100","45","50","76","41","35","76"
"1198","9.31","13124","9.79","3.5","0.48956838914928","100","44","51","76","40","36","76"
"1187","9.31","13191.5","9.68","3.155","0.48420054074762","100","43","52","75","39","36","75"
"1185","9.31","13095.5","9.75","3.905","0.49386696555504","100","44","51","75","39","36","75"
"1170","9.31","12800","9.84","5.525","0.48956838914928","100","46","51","74","39","35","74"
"1200","9.31","13031.5","9.84","1.05","0.48956838914928","100","45","51","74","38","36","74"
"1202","9.31","12985.5","10.02","4.99","0.49114454856264","100","45","50","73","38","35","73"
"1207","9.31","13331.5","10.18","0.775","0.49272070797599","100","45","49","74","38","36","74"
"1224","9.31","13487.5","10.04","2.415","0.49458172037531","100","45","50","74","38","36","74"
"1233","9.31","13499.5","9.92","4.58","0.49458172037531","100","45","50","74","37","37","74"
"1225","9.31","13586.5","9.91","3.92","0.48793292136587","100","45","50","74","37","37","74"
"1205","9.31","13771.5","10","2.395","0.49223149777164","100","45","50","73","37","36","73"
"1164","9.31","13384","9.84","5.33","0.48843980878333","100","45","51","73","37","36","73"
"1134","9.31","13026","9.63","2","0.47877338397591","100","44","52","72","36","36","72"
"1158","9.31","12500.5","9.73","5.895","0.47877338397591","100","45","51","72","37","35","72"
"1172","9.31","12361","9.62","3.415","0.46910695916848","100","44","52","72","36","36","72"
"1192","9.31","12646.5","9.51","1.4","0.46910695916848","100","43","52","72","35","37","72"
"1161","9.31","12689","9.6","4.515","0.46910695916848","100","43","52","72","35","37","72"
"1188","9.31","12894.5","9.45","1.77","0.46753079975513","100","43","53","72","34","38","72"
"1202","9.31","13008.5","9.28","3.135","0.4578643749477","100","42","54","72","33","39","72"
"1192","9.31","13230","9.41","1.4","0.4578643749477","100","43","54","72","33","39","72"
"1172","9.31","13047.5","9.41","4.565","0.4578643749477","100","43","54","72","34","38","72"
"1178","9.31","12721.5","9.47","5.41","0.45356579854194","100","43","54","73","35","38","73"
"1214","9.31","12930.5","9.26","2.635","0.44819795014028","100","42","55","72","34","38","72"
"1203","9.31","13184","9.33","1.28","0.44819795014028","100","43","55","72","35","37","72"
"1172","9.31","13053","9.18","5.215","0.43853152533286","100","42","56","72","35","37","72"
"1133","9.31","12897","8.99","3.045","0.4369553659195","100","42","57","71","34","37","71"
"1127","9.31","12596.5","8.99","2.215","0.43853152533286","100","42","57","71","34","37","71"
"1135","9.31","12102.5","8.79","5.745","0.43473983634455","100","41","58","71","34","37","71"
"1122","9.31","11959","8.91","3.13","0.43829349669128","100","42","57","71","34","37","71"
"1129","9.31","11732.5","8.98","4.77","0.44609890909939","100","42","56","72","34","38","72"
"1105","9.31","11474.5","9.13","5.525","0.44609890909939","100","42","55","72","34","38","72"
"1132","9.31","11486.5","9.25","3.265","0.45197364491851","100","42","53","73","34","39","73"
"1155","9.31","11934","9.35","0.405","0.45354980433186","100","42","53","73","34","39","73"
"1162","9.31","12240.5","9.14","0.99","0.44388337952444","100","41","54","73","34","39","73"
"1168","9.31","12519.5","9.21","1.495","0.43958480311868","100","41","54","74","34","40","74"
"1174","9.31","12568","9.35","3.36","0.4454595389378","100","42","53","75","35","40","75"
"1182","9.31","12567","9.22","4.08","0.44388337952444","100","42","53","75","35","40","75"
"1212","9.31","13011.5","9.08","0.615","0.44009169053614","100","41","54","76","36","40","76"
"1201","9.31","13206","8.92","2.875","0.43658485453379","100","41","55","76","36","40","76"
"1246","9.31","13310.5","8.8","4.355","0.43307801853145","100","41","56","75","35","40","75"
"1225","9.31","13516","8.87","3.27","0.43307801853145","100","41","55","74","35","39","74"
"1200","9.31","13538","8.95","3.11","0.43895275435057","100","41","55","73","35","38","73"
"1193","9.31","13312","9.13","5.21","0.44052891376392","100","41","53","73","36","37","73"
"1185","9.31","13251","9.03","3.155","0.4346541779448","100","40","54","73","35","38","73"
"1188","9.31","13072","9.05","3.66","0.4346541779448","100","40","54","73","35","38","73"
"1214","9.31","13069","8.85","3.99","0.42498775313738","100","40","55","72","34","38","72"
"1212","9.31","13375","9.11","1.555","0.42656391255074","100","41","54","72","35","37","72"
"1190","9.31","13119.5","9.14","6.145","0.42891413515441","100","41","54","72","35","37","72"
"1214","9.31","13331.5","9.1","2.87","0.42891413515441","100","42","55","73","35","38","73"
"1221","9.31","13137","9.1","7.12","0.43321271156017","100","42","55","73","35","38","73"
"1193","9.31","13033.5","9.06","6.155","0.42733797574105","100","41","56","73","34","39","73"
"1206","9.31","13612.5","9.22","-1.385","0.42891413515441","100","41","54","72","34","38","72"
"1245","9.31","13553","9.3","4.965","0.43049029456776","100","41","53","71","34","37","71"
"1261","9.31","13822.5","9.48","2.875","0.43049029456776","100","42","52","71","34","37","71"
"1287","9.31","14067","9.42","4.365","0.4251224461661","100","42","53","70","33","37","70"
"1233","9.31","14056","9.22","5.845","0.42354628675275","100","41","54","70","32","38","70"
"1211","9.31","13960.5","9.33","4.64","0.41924771034698","100","42","54","70","32","38","70"
"1215","9.31","13706.5","9.26","6.03","0.41924771034698","100","42","54","70","32","38","70"
"1235","9.31","13585.5","9.36","4.965","0.41924771034698","100","42","54","71","33","38","71"
"1288","9.31","14142","9.44","1.155","0.42461555874864","100","42","53","72","34","38","72"
"1288","9.31","14801","9.28","0.855","0.41874082292953","100","41","54","73","35","38","73"
"1316","9.31","14899","9.11","6.03","0.41494913394122","100","40","54","73","34","39","73"
"1316","9.31","15131.5","9.22","4.66","0.41652529335457","100","41","53","73","35","38","73"
"1303","9.31","15255.5","9.29","4.885","0.426191718162","100","42","52","73","36","37","73"
"1303","9.31","15120.5","9.19","7.74","0.42461555874864","100","42","53","74","36","38","74"
"1277","9.31","14874.5","9.35","7.045","0.42891413515441","100","42","53","74","36","38","74"
"1247","9.31","14350.5","9.36","9.145","0.42891413515441","100","42","53","75","37","38","75"
"1234","9.31","14157.5","9.42","5.005","0.43478887097353","100","42","52","75","37","38","75"
"1231","9.31","13958","9.47","5.94","0.43908744737929","100","43","52","75","37","38","75"
"1224","9.31","13747","9.54","5.435","0.44066360679265","100","44","52","75","37","38","75"
"1225","9.31","13757.5","9.34","4.12","0.43478887097353","100","43","53","76","37","39","76"
"1211","9.31","13670.5","9.42","5.415","0.43636503038688","100","44","53","76","37","39","76"
"1208","9.31","13447.5","9.6","6.245","0.44417044279499","100","44","51","75","37","38","75"
"1218","9.31","13617","9.39","1.765","0.44796213178329","100","43","52","75","37","38","75"
"1210","9.31","13469","9.51","5.295","0.45332998018495","100","43","51","75","37","38","75"
"1210","9.31","13474.5","9.62","3.45","0.4568368161873","100","43","50","75","37","38","75"
"1228","9.31","13366","9.65","5.27","0.46034365218964","100","43","49","74","37","37","74"
"1234","9.31","13303","9.65","6.09","0.46034365218964","100","42","48","74","37","37","74"
"1212","9.31","13638","10.02","0.365","0.461919811603","100","43","47","74","38","36","74"
"1181","9.31","13283","9.98","5.83","0.46385048819198","100","43","47","73","37","36","73"
"1192","9.31","13248.5","10.09","2.905","0.46005879920368","100","43","47","74","37","37","74"
"1219","9.31","13165.5","10.39","4.735","0.46005879920368","100","44","47","73","37","36","73"
"1237","9.31","13375.5","10.31","2.38","0.45626711021538","100","45","48","74","38","36","74"
"1230","9.31","13579.5","10.57","3.49","0.45977394621772","100","47","48","73","38","35","73"
"1228","9.31","13782","10.58","2.275","0.45977394621772","100","47","46","73","37","36","73"
"1248","9.31","13581","10.7","7.305","0.46135010563107","100","49","46","73","37","36","73"
"1267","9.31","13821.5","10.62","3.93","0.45941942904209","100","49","46","74","37","37","74"
"1268","9.31","14012.5","10.6","4.685","0.44975300423466","100","49","46","75","37","38","75"
"1261","9.31","13987.5","10.44","6.64","0.45168368082365","100","48","46","75","37","38","75"
"1235","9.31","13819.5","10.4","6.735","0.44789199183535","100","47","46","74","36","38","74"
"1238","9.31","13702.5","10.55","6.27","0.44789199183535","100","47","46","74","37","37","74"
"1219","9.31","13729","10.44","3.91","0.44410030284704","100","47","47","74","36","38","74"
"1233","9.31","13880.5","10.41","2.705","0.44410030284704","100","46","46","74","36","38","74"
"1251","9.31","14026","10.64","4.035","0.4456764622604","100","47","46","74","37","37","74"
"1216","9.31","13899","10.94","5.15","0.44725262167375","100","48","45","73","37","36","73"
"1235","9.31","13917","10.82","3.835","0.43758619686633","100","47","46","73","37","36","73"
"1216","9.31","13657.5","11.03","5.705","0.44346093268545","100","48","45","73","37","36","73"
"1219","9.31","13685.5","11.11","2.25","0.44346093268545","100","50","44","73","36","37","73"
"1218","9.31","13620","10.96","3.825","0.43758619686633","100","50","45","74","37","37","74"
"1188","9.31","13268.5","11","5.69","0.43758619686633","100","49","45","74","36","38","74"
"1168","9.31","13017.5","10.82","4.5","0.43758619686633","100","48","45","74","36","38","74"
"1184","9.31","12932.5","10.73","3.76","0.43758619686633","100","47","45","74","35","39","74"
"1178","9.31","12738","10.89","5.675","0.43328762046056","100","48","45","75","36","39","75"
"1169","9.31","12719.5","11.01","4.285","0.43328762046057","100","50","45","75","36","39","75"
"1170","9.31","12772.5","10.94","2.59","0.43328762046056","100","49","46","75","36","39","75"
"1182","9.31","12460","10.97","7.105","0.43916235627968","100","49","45","74","36","38","74"
"1176","9.31","12673","11.1","2.02","0.44266919228203","100","49","43","74","37","37","74"
"1153","9.31","12742.5","11.39","2.61","0.43837061587626","100","50","42","73","37","36","73"
"1182","9.31","12851","11.33","2.58","0.43249588005714","100","51","43","74","38","36","74"
"1186","9.31","13073","11.41","0.57","0.43249588005715","100","53","43","75","39","36","75"
"1201","9.31","13248","11.2","0.595","0.4289890440548","100","52","44","75","39","36","75"
"1213","9.31","13420.5","10.99","1.72","0.42311430823568","100","51","45","75","39","36","75"
"1184","9.31","13246","11.05","4.115","0.41881573182992","100","51","45","75","39","36","75"
"1175","9.31","12868","10.84","6.66","0.4129409960108","100","50","46","74","38","36","74"
"1212","9.31","13025.5","11","2.375","0.4129409960108","100","50","46","75","39","36","75"
"1247","9.31","13219","11.04","3.09","0.40864241960504","100","50","46","74","39","35","74"
"1240","9.31","13414","10.84","4.275","0.40706626019168","100","50","47","73","38","35","73"
"1228","9.31","13674.5","10.64","3.18","0.40899693678067","100","49","48","73","38","35","73"
"1230","9.31","13697","10.74","5.18","0.41866336158809","100","50","48","74","38","36","74"
"1253","9.31","13893.5","10.64","3.175","0.41708720217474","100","49","48","74","38","36","74"
"1239","9.31","13932.5","10.5","4.325","0.41121246635562","100","48","48","74","38","36","74"
"1220","9.31","13739","10.57","5.8","0.40691388994986","100","49","48","73","38","35","73"
"1203","9.31","13539","10.52","5.175","0.40691388994986","100","48","48","73","38","35","73"
"1190","9.31","13141","10.59","6.335","0.40849004936321","100","48","48","74","39","35","74"
"1188","9.31","13165.5","10.39","2.725","0.40261531354409","100","47","49","74","39","35","74"
"1157","9.31","12972","10.27","4.38","0.40026509094042","100","46","49","74","39","35","74"
"1151","9.31","12585","10.19","5.33","0.40026509094042","100","46","49","74","38","36","74"
"1145","9.31","12397","10.34","3.595","0.40613982675954","100","46","49","74","39","35","74"
"1112","9.31","12220","10.46","2.11","0.41201456257866","100","47","48","74","40","34","74"
"1122","9.31","12024","10.41","2.835","0.40850772657631","100","47","49","73","39","34","73"
"1154","9.31","12063.5","10.5","1.825","0.41438246239543","100","48","48","74","40","34","74"
"1187","9.31","12210","10.43","2.78","0.40850772657631","100","47","49","74","40","34","74"
"1201","9.31","12570","10.53","2.645","0.41817415138374","100","48","47","73","40","33","73"
