"GreenPatches","K","TotalBM","k.i","Payoffs","beta.i","Loggers","highMinCut","lowMinCut","loggers30Periods","highMC30Periods","lowMC30Periods","highLowMC30Periods"
"2601","0","40181","0","0","0.53229497749631","0","0","100","0","0","0","0"
"2200","0","40624.5","0","32.37","0.5225272661111","100","0","100","0","0","0","0"
"1966","0","35710","0.13","30.405","0.52219515957647","100","0","97","0","0","0","0"
"1784","0","30197","0.48","24.405","0.5137148351303","100","0","91","0","0","0","0"
"1624","0","25989.5","1.15","19.24","0.51627281628682","100","0","83","0","0","0","0"
"1528","0","23352","2.06","11.33","0.51902455387289","100","0","72","0","0","0","0"
"1441","0","21341","2.67","7.785","0.51228262158054","100","1","67","0","0","0","0"
"1379","0","19804","3.58","3.59","0.5109638908031","100","2","60","0","0","0","0"
"1306","0","18189.5","4.31","5.98","0.51957518716427","100","4","56","0","0","0","0"
"1270","0","17031.5","4.87","1.96","0.51447035916336","100","4","53","0","0","0","0"
"1226","0","16269.5","5.74","-0.775","0.5112036734487","100","6","50","0","0","0","0"
"1168","0","15468","6.28","-0.165","0.50403552790438","100","8","47","0","0","0","0"
"1096","0","14464","7.15","-0.045","0.50296413450233","100","13","47","0","0","0","0"
"1033","0","13154.5","7.79","0.99","0.50133819956095","100","16","43","0","0","0","0"
"991","0","12172.5","8.3","-1.315","0.50038212250587","100","20","41","0","0","0","0"
"935","0","11213.5","8.74","-1.175","0.49318211455048","100","24","39","0","0","0","0"
"897","9.31","10491.5","9.31","-5.295","0.48793549153025","100","26","37","0","0","0","0"
"900","9.31","9021","9.48","3.895","0.48540115568806","100","28","38","0","0","0","0"
"932","9.31","8555.5","9.86","-1.295","0.48339587853968","100","33","39","0","0","0","0"
"925","9.31","8583","10.65","-4.15","0.48680869060275","100","36","37","0","0","0","0"
"941","9.31","8585.5","10.86","-2.155","0.49097245190277","100","37","36","0","0","0","0"
"959","9.31","8740.5","11.3","-2.71","0.49271745608082","100","42","35","0","0","0","0"
"970","9.31","8855","11.86","-1.805","0.49716872651509","100","44","34","0","0","0","0"
"994","9.31","9138","11.91","-2.77","0.49441835024865","100","47","34","0","0","0","0"
"1008","9.31","9349.5","12.15","-0.915","0.49846798955252","100","47","33","0","0","0","0"
"1056","9.31","10092","12.26","-5.04","0.49651774082796","100","48","34","0","0","0","0"
"1051","9.31","10364","12.37","-0.375","0.49862522184825","100","50","35","0","0","0","0"
"1055","9.31","10403.5","12.21","1.57","0.4937896968961","100","50","36","0","0","0","0"
"1029","9.31","10383","12.18","0.305","0.49664338927822","100","52","37","0","0","0","0"
"1028","9.31","10270.5","12.17","1.52","0.49613803484714","100","54","36","0","0","0","0"
"1015","9.31","9993.5","11.99","2.82","0.49325621124674","100","53","36","0","0","0","0"
"1035","9.31","9913","11.9","1.37","0.49215170065171","100","53","38","73","44","27","71"
"1029","9.31","9939","11.87","0.835","0.49301609252429","100","53","39","73","43","28","71"
"1016","9.31","10038","12.1","-0.605","0.49582685523139","100","54","38","72","44","27","71"
"999","9.31","10046.5","12.1","-2.26","0.4954975155674","100","54","38","72","44","27","71"
"1010","9.31","10037","12.21","-0.97","0.49148068640371","100","54","39","73","45","27","72"
"1018","9.31","9934","12.1","0.26","0.49062575337421","100","55","39","73","45","27","72"
"1029","9.31","10073.5","12.21","-1.685","0.49421010170688","100","55","37","73","45","27","72"
"1056","9.31","10278.5","12.03","-0.275","0.49172103522577","100","53","37","73","44","27","71"
"1058","9.31","10604","12.07","-1.11","0.49683804465977","100","53","36","73","45","26","71"
"1076","9.31","10687.5","12.18","0.825","0.49761601306739","100","54","36","72","45","25","70"
"1076","9.31","10736.5","11.99","1.4","0.49641883118146","100","52","36","73","45","25","70"
"1063","9.31","10847.5","11.87","1.27","0.49928311105737","100","52","37","74","45","26","71"
"1085","9.31","11123.5","11.8","-0.675","0.49510629257237","100","51","37","74","44","26","70"
"1103","9.31","11508.5","11.71","-1.68","0.49760749877366","100","50","38","74","44","27","71"
"1095","9.31","11743","11.66","-0.45","0.49625824999593","100","50","40","73","43","28","71"
"1111","9.31","11570","11.58","2.75","0.49892590639736","100","49","41","73","42","28","70"
"1126","9.31","11757","11.42","0.585","0.49665378030438","100","49","41","74","42","29","71"
"1127","9.31","11838.5","11.14","1.1","0.49285932679961","100","49","43","74","41","30","71"
"1114","9.31","11742","11.25","2.47","0.49791433819188","100","50","43","73","41","30","71"
"1087","9.31","11317.5","11.09","6.045","0.49474767207728","100","49","43","74","42","30","72"
"1093","9.31","11148","11.02","2.415","0.49520411728498","100","49","42","74","42","30","72"
"1090","9.31","11242.5","10.97","0.405","0.49434507863816","100","48","42","75","42","31","73"
"1094","9.31","11268","11.09","0.665","0.49716523645995","100","48","41","75","43","29","72"
"1096","9.31","11204","10.95","2.21","0.49502499593345","100","47","42","75","42","31","73"
"1097","9.31","11508","10.83","-2.66","0.49086497000656","100","47","43","74","41","31","72"
"1100","9.31","11504.5","10.79","1.8","0.48879686581345","100","46","43","74","41","31","72"
"1096","9.31","11440","10.93","2","0.49227956707635","100","47","43","73","41","30","71"
"1089","9.31","11362","11.01","2.865","0.49791398549506","100","48","43","74","41","31","72"
"1088","9.31","11220","10.82","3.435","0.49064573725067","100","47","44","73","40","31","71"
"1100","9.31","11177","11","2.61","0.49432735723456","100","48","44","73","41","30","71"
"1105","9.31","11425","10.97","-0.415","0.49537844439357","100","47","43","73","40","31","71"
"1086","9.31","11364.5","10.86","2.84","0.49314359082308","100","48","44","74","40","32","72"
"1108","9.31","11380","10.87","1.9","0.49725492322112","100","48","44","75","41","32","73"
"1098","9.31","11392.5","10.81","1.545","0.49275789770866","100","47","45","74","40","32","72"
"1099","9.31","11357","10.73","3.165","0.4914382045161","100","47","46","75","40","33","73"
"1094","9.31","11092","10.74","5.01","0.49421733444325","100","47","46","76","40","34","74"
"1062","9.31","11151","10.63","0.385","0.49134329611252","100","46","46","75","39","34","73"
"1080","9.31","11302","10.56","-0.075","0.48819341255413","100","47","47","74","38","34","72"
"1070","9.31","11211.5","10.63","0.735","0.48937541455234","100","48","47","74","39","33","72"
"1076","9.31","11248","10.73","-0.895","0.49847851786128","100","49","47","74","40","32","72"
"1081","9.31","11226.5","10.52","0.95","0.49706875483826","100","48","49","74","39","34","73"
"1067","9.31","10933","10.38","3.505","0.49531100086434","100","48","48","74","39","34","73"
"1073","9.31","11029","10.37","-0.415","0.49591604180973","100","48","48","74","40","33","73"
"1079","9.31","11034.5","10.18","1.655","0.49540900562206","100","47","49","74","39","34","73"
"1089","9.31","11107","10.32","1.51","0.50369536530207","100","47","48","75","40","34","74"
"1109","9.31","11222","10.31","3.065","0.50618535379271","100","47","47","75","41","33","74"
"1117","9.31","11598","10.34","-0.62","0.50462870538795","100","46","47","74","40","33","73"
"1095","9.31","11731","10.36","0.105","0.50558945324373","100","45","47","74","40","33","73"
"1113","9.31","11685.5","10.2","2.62","0.50559920351198","100","43","47","74","38","35","73"
"1074","9.31","11508.5","10.3","1.95","0.50868636587411","100","43","46","74","38","35","73"
"1062","9.31","11086.5","10.3","3.77","0.50976317333064","100","44","46","74","37","36","73"
"1086","9.31","11041.5","10.54","1.215","0.51330985226634","100","44","46","74","38","35","73"
"1055","9.31","10637","10.58","5.125","0.51544125299806","100","45","46","74","38","34","72"
"1078","9.31","10897","10.48","-0.995","0.51150277752633","100","44","45","74","37","34","71"
"1110","9.31","11548.5","10.27","-3.65","0.51363417825805","100","44","45","73","36","34","70"
"1107","9.31","11729.5","10.29","0.145","0.51019712381104","100","45","46","73","36","34","70"
"1106","9.31","11887","10.33","-0.655","0.51825695181686","100","47","47","72","36","34","70"
"1099","9.31","11588.5","10.46","4.365","0.52053739286519","100","47","45","72","36","34","70"
"1092","9.31","11443","10.78","2.43","0.52628325169616","100","48","45","72","37","33","70"
"1079","9.31","11212.5","10.75","2.92","0.53029133655571","100","47","46","72","37","33","70"
"1090","9.31","11311","10.86","-0.315","0.53063030102407","100","47","46","72","38","32","70"
"1095","9.31","11340.5","10.81","0.6","0.5299536234001","100","47","46","71","37","32","69"
"1058","9.31","11142","11.04","2.215","0.53235648929673","100","48","44","71","38","32","70"
"1075","9.31","11300.5","10.98","-0.09","0.52860437056017","100","47","44","71","37","33","70"
"1076","9.31","11236","11.05","0.59","0.52347278632177","100","49","45","72","37","34","71"
"1048","9.31","11052","11.13","1.05","0.52256464100457","100","49","44","72","36","35","71"
"1041","9.31","10714","11.06","2.635","0.51714334661725","100","49","44","72","36","35","71"
"1062","9.31","10590.5","11.23","1.81","0.51756822522016","100","48","43","71","35","35","70"
"1114","9.31","11059.5","10.95","-1.955","0.51610018139516","100","48","44","71","33","36","69"
"1124","9.31","11437.5","10.95","-0.03","0.51411891305386","100","48","44","71","33","36","69"
"1106","9.31","11506.5","10.83","1.765","0.51341438813997","100","47","44","71","33","36","69"
"1091","9.31","11533","11","1.54","0.51673555173137","100","47","44","72","34","36","70"
"1093","9.31","11285.5","11.13","3.48","0.51702891536389","100","48","43","72","35","35","70"
"1047","9.31","10825","11.13","4.38","0.51542880515195","100","49","43","72","34","36","70"
"1063","9.31","10916.5","11.14","0.125","0.5123288134134","100","48","43","73","35","36","71"
"1074","9.31","10908.5","11.09","1.135","0.51733351662721","100","49","44","73","37","36","73"
"1084","9.31","11256","11.07","-1.975","0.51627808999867","100","49","44","73","37","36","73"
"1068","9.31","11090.5","11.17","2.53","0.51329144956897","100","50","44","74","37","37","74"
"1082","9.31","10953.5","11.12","2.285","0.51297661632861","100","50","45","75","38","37","75"
"1101","9.31","11103.5","11.24","0.05","0.51119305930957","100","51","44","75","39","36","75"
"1129","9.31","11251","11.29","1.55","0.51530439170761","100","51","44","74","39","35","74"
"1142","9.31","11695.5","11.23","-0.71","0.51797882593588","100","50","44","74","39","34","73"
"1123","9.31","11799","11.36","2.685","0.52232931241427","100","52","43","75","40","34","74"
"1116","9.31","11943","11.16","0.895","0.51922764362851","100","51","44","74","39","34","73"
"1100","9.31","11888.5","11.38","1.285","0.51786974161062","100","52","44","75","40","35","75"
"1091","9.31","11439.5","11.17","5.805","0.5143757459344","100","51","45","76","41","35","76"
"1086","9.31","11374.5","11.24","1.515","0.51665618698273","100","52","44","76","41","35","76"
"1087","9.31","11318.5","11.27","1.175","0.51656560201953","100","52","44","75","41","34","75"
"1096","9.31","11212.5","11.13","2.415","0.51336523592667","100","51","45","75","41","34","75"
"1162","9.31","11665.5","11.01","-0.035","0.51309363558775","100","51","45","76","42","34","76"
"1186","9.31","11863","11.04","4.84","0.51223817353003","100","51","45","77","43","34","77"
"1155","9.31","12099","11.11","3.24","0.51007009282487","100","51","44","77","43","34","77"
"1132","9.31","12142","10.99","3.64","0.50630235463515","100","50","44","76","42","34","76"
"1124","9.31","12055.5","11.04","2.405","0.50657153754819","100","51","44","76","43","33","76"
"1099","9.31","11977.5","11.09","1.1","0.5103392757379","100","50","44","76","42","34","76"
"1104","9.31","11652.5","11.19","3.755","0.51134328292349","100","50","44","75","42","33","75"
"1090","9.31","11335.5","11.37","3.705","0.51366698330163","100","50","43","74","42","32","74"
"1062","9.31","11248.5","11.59","0.605","0.51453023128648","100","52","42","75","43","32","75"
"1042","9.31","11006.5","11.38","1.295","0.51479246198827","100","51","43","75","43","32","75"
"1003","9.31","10203","11.59","5.535","0.51725626075249","100","52","41","75","43","31","74"
"997","9.31","9846.5","11.75","1.73","0.51822268680662","100","52","35","74","42","26","68"
"1034","9.31","9861","11.76","0.395","0.51624141846532","100","52","37","74","43","27","70"
"1058","9.31","10311","11.87","-2.105","0.51547014001725","100","52","37","74","43","27","70"
"1050","9.31","10346.5","11.93","1.265","0.51877759952858","100","52","39","74","44","28","72"
"1076","9.31","10804.5","11.81","-3.145","0.5197899426221","100","52","40","74","43","30","73"
"1084","9.31","11115","11.83","-1.555","0.52008928800448","100","52","40","75","43","31","74"
"1071","9.31","10997","11.83","1.07","0.52301022978214","100","52","40","76","44","31","75"
"1062","9.31","10995.5","11.93","-0.015","0.52598904541984","100","53","40","75","44","31","75"
"1089","9.31","11184.5","12.11","-1.345","0.53041636505553","100","54","39","74","44","30","74"
"1117","9.31","11330.5","12.1","1.385","0.53343399085352","100","53","38","74","44","30","74"
"1128","9.31","11668","12.17","-0.545","0.53829459859897","100","54","37","74","44","30","74"
"1121","9.31","11703","12.26","2.74","0.53832207411907","100","54","37","73","44","29","73"
"1117","9.31","11505.5","12.13","5.12","0.54368490369098","100","53","37","73","44","28","72"
"1119","9.31","11778","12.58","0.645","0.54619528873458","100","52","36","73","44","27","71"
"1127","9.31","11935.5","12.39","1.44","0.54602201707337","100","51","36","73","43","28","71"
"1145","9.31","12144.5","12.4","0.4","0.54633852736095","100","51","36","73","43","28","71"
"1157","9.31","12306.5","12.28","0.36","0.54204429537028","100","51","37","73","42","29","71"
"1156","9.31","12310.5","12.44","2.275","0.54343997912056","100","54","37","73","43","28","71"
"1123","9.31","12179","12.38","3.33","0.54118964823493","100","54","36","74","43","29","72"
"1134","9.31","12012","12.17","3.66","0.53857719492947","100","53","37","73","42","29","71"
"1125","9.31","11781","12.26","4.015","0.54551544851","100","55","37","73","43","29","72"
"1120","9.31","11697","12.1","3.045","0.54081211882439","100","55","38","73","43","29","72"
"1126","9.31","11715.5","11.99","3.145","0.53783330318669","100","54","39","72","42","29","71"
"1137","9.31","11906.5","12.03","1.11","0.53946782961961","100","55","39","71","42","28","70"
"1136","9.31","11890","12.16","3.235","0.54551875753844","100","55","37","71","42","28","70"
"1157","9.31","12040","11.97","2.39","0.53876805476291","100","54","38","71","42","28","70"
"1155","9.31","12160","11.94","2.83","0.5393758197507","100","53","39","70","41","28","69"
"1174","9.31","12283","11.88","3.485","0.53635819395271","100","53","40","70","41","29","70"
"1205","9.31","12763","11.74","0.91","0.54078606248964","100","53","41","70","41","29","70"
"1234","9.31","13267","11.69","1.045","0.54126721027086","100","52","42","70","41","29","70"
"1205","9.31","13069","11.71","7.2","0.54270910590787","100","52","40","70","41","29","70"
"1193","9.31","12861","11.66","5.92","0.54222795812664","100","52","40","71","42","29","71"
"1173","9.31","12698.5","11.69","5.165","0.5403607029562","100","53","41","72","42","30","72"
"1157","9.31","12716","11.57","3.105","0.5344620163385","100","52","42","71","41","30","71"
"1138","9.31","12420","11.5","4.525","0.53137900292449","100","52","42","71","40","31","71"
"1096","9.31","11872.5","11.88","5.47","0.53501734599071","100","52","39","71","41","28","69"
"1096","9.31","11830","11.95","0.76","0.53490978270298","100","53","39","71","42","27","69"
"1100","9.31","11542.5","11.84","3.99","0.53352030795508","100","53","40","71","41","28","69"
"1127","9.31","11635","11.9","1.165","0.53522461594334","100","53","40","72","42","28","70"
"1132","9.31","11694","12.12","2.9","0.53757483854701","100","54","39","72","43","27","70"
"1124","9.31","11725","12.04","3.21","0.5341305806427","100","54","39","72","43","27","70"
"1127","9.31","11824.5","12.11","1.875","0.5379475961008","100","56","39","72","44","27","71"
"1093","9.31","11716.5","12.2","2.595","0.52942630997494","100","55","39","71","43","27","70"
"1110","9.31","11804.5","12.04","0.51","0.52686653992897","100","55","40","71","43","27","70"
"1122","9.31","11681","11.96","2.335","0.52232211539354","100","54","41","71","43","27","70"
"1118","9.31","11583.5","11.8","2.845","0.51631923099952","100","53","42","71","43","27","70"
"1115","9.31","11692.5","11.95","1.895","0.51963153524933","100","54","41","71","43","27","70"
"1111","9.31","11597","11.97","4.2","0.52139036418747","100","54","41","71","43","27","70"
"1142","9.31","11822","11.84","1.73","0.52062306927511","100","53","41","71","42","28","70"
"1135","9.31","11921.5","11.75","1.84","0.51785074015334","100","52","42","71","42","28","70"
"1164","9.31","12320","11.78","-0.33","0.51541440266445","100","53","42","71","42","28","70"
"1202","9.31","12532","11.82","2.49","0.51731385825877","100","55","42","72","43","28","71"
"1207","9.31","12875","11.66","2.265","0.51475408821279","100","55","43","72","42","29","71"
"1223","9.31","13119.5","11.8","3.51","0.51330145228358","100","55","42","72","42","29","71"
"1229","9.31","13381","11.66","3.795","0.51604629164958","100","54","42","73","43","29","72"
"1207","9.31","13271.5","11.48","6.205","0.50837872180499","100","54","43","73","43","29","72"
"1197","9.31","13476.5","11.4","2.255","0.50960998197795","100","53","43","73","42","30","72"
"1179","9.31","13491.5","11.52","2.875","0.51256899576517","100","53","42","73","43","29","72"
"1184","9.31","13267.5","11.55","3.655","0.51484943681351","100","53","41","73","44","28","72"
"1145","9.31","12723.5","11.64","6.125","0.51529806555714","100","54","41","73","44","28","72"
"1150","9.31","12531","11.49","3.205","0.51972593409407","100","53","41","73","44","28","72"
"1187","9.31","12409.5","11.26","4.06","0.52049999728438","100","52","43","72","43","29","72"
"1173","9.31","12418.5","11.44","4.045","0.52155762934752","100","53","43","72","44","28","72"
"1159","9.31","12518","11.45","2.625","0.52028328563955","100","52","44","73","44","29","73"
"1180","9.31","12866.5","11.49","0.64","0.52005078888422","100","52","44","73","44","29","73"
"1188","9.31","12922","11.58","4.055","0.52006361826063","100","52","43","73","44","29","73"
"1165","9.31","12823","11.69","2.965","0.52006776720875","100","53","43","73","45","28","73"
"1123","9.31","12571","11.6","3.59","0.51633469023121","100","53","44","73","45","28","73"
"1105","9.31","11952","11.53","6.99","0.51760903393918","100","54","44","73","44","29","73"
"1123","9.31","11844","11.62","1.57","0.5157942482058","100","54","43","73","45","28","73"
"1125","9.31","11769.5","11.72","3.02","0.52412083422314","100","54","42","73","46","27","73"
"1098","9.31","11489.5","11.79","4.465","0.52297210941523","100","54","42","73","47","26","73"
"1105","9.31","11232.5","11.89","5.515","0.52818517397828","100","54","41","72","47","25","72"
"1081","9.31","11341.5","11.82","0.335","0.5221244820297","100","53","41","72","46","26","72"
"1082","9.31","11022.5","11.74","4.355","0.5188421720615","100","52","42","71","45","26","71"
"1104","9.31","11192.5","11.9","1.01","0.52434860025706","100","53","41","71","45","26","71"
"1100","9.31","11293","11.88","1.025","0.52498477980569","100","54","41","71","44","27","71"
"1091","9.31","11282.5","11.81","2.165","0.52885668156833","100","53","41","71","44","26","70"
"1065","9.31","10977","11.71","4.095","0.5219184279878","100","53","41","71","43","26","69"
"1036","9.31","10882.5","11.55","0.495","0.51956820538413","100","52","42","71","43","26","69"
"1043","9.31","10641","11.67","1.775","0.52441197530192","100","53","42","70","43","25","68"
"1031","9.31","10567.5","11.57","0.405","0.52132896188791","100","53","43","70","43","26","69"
"999","9.31","10383.5","11.72","0.555","0.52204195959905","100","52","41","70","43","25","68"
"1017","9.31","10342.5","11.6","-0.295","0.52658088614823","100","52","41","70","42","25","67"
"1010","9.31","10221","11.86","-0.33","0.52751391568841","100","52","37","70","42","22","64"
"970","9.31","9881.5","12","-0.045","0.52601180382976","100","52","37","71","43","22","65"
"931","9.31","9218","12.19","2.84","0.53022187964042","100","53","36","71","43","22","65"
"909","9.31","8688.5","12.28","0.69","0.52909481724378","100","53","34","71","44","22","66"
"920","9.31","8549","12.58","-3.185","0.52909481724378","100","56","34","72","47","22","69"
"954","9.31","8616","12.47","-2.625","0.52129063135322","100","55","35","71","46","22","68"
"980","9.31","8885.5","12.55","-3.235","0.52380101639682","100","56","34","71","47","21","68"
"1040","9.31","9549.5","12.59","-5.14","0.52275774109369","100","57","34","71","48","20","68"
"1060","9.31","9984","12.46","-0.925","0.52648666912312","100","55","35","71","47","21","68"
"1057","9.31","10192","12.45","1","0.53386940249916","100","54","36","71","46","21","67"
"1083","9.31","10549","12.38","0.135","0.52722060348973","100","53","36","71","46","21","67"
"1062","9.31","10887","12.39","-0.645","0.52933783442658","100","53","36","72","46","22","68"
"1069","9.31","10838","12.34","2.57","0.53672471675074","100","53","35","72","46","22","68"
"1059","9.31","10717","12.42","2.44","0.53974115645566","100","53","35","72","45","23","68"
"1045","9.31","10500.5","12.29","2.34","0.5369074752311","100","52","35","72","44","24","68"
"1046","9.31","10690","12.15","-1.455","0.53363590060603","100","52","35","72","44","24","68"
"1041","9.31","10633","12.09","0.805","0.52698710159659","100","52","36","72","43","25","68"
"1088","9.31","10842","11.96","-1.195","0.53109167395256","100","51","38","72","43","26","69"
"1064","9.31","10713","11.87","3.605","0.52874145134889","100","52","39","72","42","28","70"
"1092","9.31","10857.5","11.78","0.935","0.52176955784771","100","51","40","72","42","28","70"
"1089","9.31","11134","11.76","0.285","0.5215600104054","100","50","40","71","41","28","69"
"1127","9.31","11463","11.58","-0.2","0.51460509522875","100","50","42","71","40","30","70"
"1133","9.31","11560.5","11.6","2.57","0.51205152300103","100","49","42","70","39","29","68"
"1115","9.31","11569","11.59","3.035","0.50861648843693","100","52","43","70","39","29","68"
"1115","9.31","11812.5","11.49","0.455","0.5083975713575","100","52","44","70","39","29","68"
"1083","9.31","11856.5","11.5","0.8","0.51593259543321","100","52","44","69","39","28","67"
"1111","9.31","11775","11.34","1.68","0.51008145092693","100","51","43","69","37","29","66"
"1119","9.31","11522","11.38","4.045","0.51008145092693","100","51","43","70","38","29","67"
"1176","9.31","12080","11.27","-1.475","0.50481374305313","100","50","44","70","38","29","67"
"1156","9.31","12023","11.25","5.17","0.50481374305313","100","50","44","70","38","29","67"
"1171","9.31","12373","11.09","1.91","0.50081369271559","100","49","44","70","38","29","67"
"1150","9.31","12337","11.3","4.17","0.50675686620683","100","51","43","70","39","28","67"
"1193","9.31","12792.5","11.06","-0.885","0.50675686620683","100","50","43","70","38","29","67"
"1161","9.31","12830","11.06","3.185","0.50919320369573","100","50","43","69","38","28","66"
"1128","9.31","12476.5","10.82","4.16","0.50815690980362","100","49","45","69","38","29","67"
"1101","9.31","11876","11.08","6.525","0.50945428062172","100","49","43","69","38","29","67"
"1111","9.31","11344","11.17","6.57","0.51066729484722","100","50","43","69","38","29","67"
"1119","9.31","11293.5","11.4","2.745","0.51555283627532","100","50","43","69","39","28","67"
"1117","9.31","11446","11.27","2.465","0.52174540911071","100","49","43","69","38","29","67"
"1143","9.31","11711","11.16","1.75","0.51962817817386","100","49","43","69","38","30","68"
"1161","9.31","12020","11.09","1.97","0.52027130804702","100","49","43","69","38","30","68"
"1158","9.31","12389.5","11.07","0.655","0.52094677366447","100","49","43","69","37","31","68"
"1167","9.31","12489","11.29","3.285","0.52329699626814","100","49","43","69","38","30","68"
"1168","9.31","12545.5","11.12","3.905","0.51718362106007","100","49","44","70","39","30","69"
"1167","9.31","12615","10.95","2.71","0.50917107382028","100","49","46","70","39","31","70"
"1158","9.31","12366.5","10.81","6.625","0.50844259810781","100","49","46","71","39","32","71"
"1144","9.31","12428","10.78","2.575","0.50844259810781","100","49","46","71","39","32","71"
"1150","9.31","12436.5","10.71","2.375","0.50256786228869","100","48","46","71","38","33","71"
"1181","9.31","12517","10.56","2.62","0.49883478531114","100","48","47","72","39","33","72"
"1151","9.31","12390.5","10.72","4.06","0.49860228855582","100","48","47","72","39","33","72"
"1148","9.31","12306.5","10.56","3.715","0.49079687614771","100","48","48","72","38","34","72"
"1166","9.31","12556.5","10.65","0.61","0.48881937521433","100","49","48","72","38","34","72"
"1153","9.31","12444","10.71","3.6","0.49680090409799","100","49","47","72","38","34","72"
"1176","9.31","12498","10.77","2.705","0.49621908691491","100","49","47","72","38","34","72"
"1156","9.31","12298.5","10.56","5.41","0.49464292750155","100","48","48","72","37","35","72"
"1158","9.31","12355.5","10.61","3.115","0.4942797823137","100","48","48","71","37","34","71"
"1142","9.31","12470","10.69","1.605","0.49689223561916","100","48","48","71","38","33","71"
"1125","9.31","12437","10.85","0.995","0.49689223561916","100","50","47","72","38","34","72"
"1155","9.31","12430","10.64","1.095","0.49513448164525","100","49","48","72","37","35","72"
"1154","9.31","12304.5","10.65","3.07","0.49513863059337","100","49","48","72","37","35","72"
"1127","9.31","12052","10.81","4.455","0.49841679161344","100","49","46","72","38","34","72"
"1145","9.31","12068.5","10.63","2.715","0.4910340582374","100","48","47","72","38","34","72"
"1178","9.31","12429","10.63","-0.315","0.49174705594854","100","49","47","72","38","34","72"
"1173","9.31","12507.5","10.46","3.175","0.48373450870875","100","48","48","72","38","34","72"
"1167","9.31","12454","10.49","3.42","0.48707962309874","100","48","48","71","38","33","71"
"1155","9.31","12330","10.32","4.285","0.47757467324584","100","47","49","71","38","33","71"
"1138","9.31","12170","10.17","4.49","0.47564399665685","100","46","50","71","37","34","71"
"1123","9.31","12218","10.05","0.525","0.47689920762839","100","45","49","72","38","34","72"
"1119","9.31","12135","10.2","1.53","0.47455856150717","100","45","48","71","38","33","71"
"1132","9.31","11995.5","10.02","2.78","0.47127411327325","100","45","49","71","38","33","71"
"1101","9.31","11473","10.23","6.71","0.47120433171791","100","46","49","71","39","32","71"
"1092","9.31","11468.5","10.36","1.63","0.47355455432159","100","47","48","71","40","31","71"
"1094","9.31","11483.5","10.23","1.2","0.47350896684374","100","47","49","71","40","31","71"
"1119","9.31","11497","10.06","1.435","0.47247267295164","100","46","50","71","40","31","71"
"1101","9.31","11732.5","9.97","-0.98","0.46795952388153","100","45","48","71","39","31","70"
"1091","9.31","11345.5","10.02","3.91","0.47113218144692","100","45","48","72","39","32","71"
"1084","9.31","11035.5","10.11","4.465","0.47788288422245","100","45","47","71","39","31","70"
"1096","9.31","11315.5","9.93","-0.34","0.47358316426042","100","44","48","72","40","31","71"
"1095","9.31","11352","9.84","2.395","0.46407821440752","100","43","49","72","39","32","71"
"1100","9.31","11570","9.87","-0.155","0.45956506533741","100","43","48","72","38","33","71"
"1135","9.31","11960.5","9.73","-1.16","0.45535498952676","100","42","49","72","37","34","71"
"1153","9.31","12169","9.96","1.43","0.45890864987349","100","43","48","72","37","34","71"
"1156","9.31","12114","10.02","4","0.46044496027996","100","43","49","72","37","35","72"
"1166","9.31","12108.5","10.13","4.695","0.4615025923431","100","44","48","72","37","35","72"
"1172","9.31","12696.5","10.15","-1.46","0.45087606806492","100","44","48","72","36","36","72"
"1160","9.31","12543.5","10.09","4.605","0.44687601772738","100","45","48","71","35","36","71"
"1149","9.31","12522.5","10","2.31","0.44087198977709","100","45","49","71","34","37","71"
"1134","9.31","12425","10.16","2.49","0.44338237482069","100","45","48","72","35","37","72"
"1137","9.31","12389.5","10.35","2","0.44858760471156","100","45","47","72","35","37","72"
"1095","9.31","12071.5","10.4","3.695","0.44938525921471","100","45","47","72","36","36","72"
"1106","9.31","11848.5","10.55","2.4","0.45718944510527","100","46","46","72","36","36","72"
"1100","9.31","11749.5","10.51","0.715","0.4548392225016","100","46","47","72","36","36","72"
"1084","9.31","11560.5","10.52","1.345","0.4558755163937","100","47","48","73","36","37","73"
"1074","9.31","11179.5","10.33","3.47","0.44848863406954","100","46","49","74","37","37","74"
"1051","9.31","10588.5","10.27","6.25","0.44630614504436","100","46","49","73","36","37","73"
"1067","9.31","10678","10.35","-0.07","0.44570734953674","100","47","49","73","37","36","73"
"1079","9.31","10725.5","10.3","1.375","0.44117007855739","100","49","50","73","36","37","73"
"1071","9.31","10804","10.32","0.52","0.44274623797075","100","49","50","73","37","36","73"
"1073","9.31","10950","10.27","0.41","0.43844651800872","100","48","48","72","36","36","72"
"1097","9.31","11126","10.12","0.245","0.43948281190082","100","47","49","72","35","37","72"
"1102","9.31","11492.5","10.07","-0.935","0.43832619850215","100","46","49","71","34","37","71"
"1127","9.31","11748.5","10.16","1.285","0.44182712040476","100","46","49","71","34","37","71"
"1111","9.31","11768","10","1.47","0.43441102648297","100","45","50","71","34","37","71"
"1102","9.31","11754","10.04","1.26","0.4324335255496","100","45","50","72","35","37","72"
"1110","9.31","11811.5","9.92","0.33","0.43265244262903","100","45","51","72","35","37","72"
"1100","9.31","11551.5","9.71","3.165","0.43252429405413","100","44","52","73","36","37","73"
"1093","9.31","11277.5","9.68","3.065","0.42652140966011","100","43","52","73","36","37","73"
"1107","9.31","11114","9.94","4.595","0.42979957068019","100","44","50","73","37","36","73"
"1138","9.31","11388","9.91","1.385","0.42947627449922","100","44","51","72","36","36","72"
