sheep.1,wolves.1,sheep.2,wolves.2,sheep.3,wolves.3,sheep.4,wolves.4,sheep.5,wolves.5,sheep.6,wolves.6,sheep.7,wolves.7,sheep.8,wolves.8,sheep.9,wolves.9,sheep.10,wolves.10
0,2,0,1094,0,62,,,0,0,,,0,194,0,2,0,9,,
0,2,0,1066,0,60,,,0,0,,,0,195,0,1,0,10,,
0,2,0,1031,0,56,,,0,0,,,0,187,0,2,0,9,,
0,2,0,1002,0,55,,,0,0,,,0,179,0,2,0,5,,
0,2,0,948,0,49,,,0,0,,,0,172,0,2,0,4,,
0,3,0,925,0,45,,,0,0,,,0,165,0,2,0,4,,
0,3,0,900,0,49,,,0,0,,,0,156,0,2,0,4,,
0,3,0,870,0,52,,,0,0,,,0,145,0,2,0,4,,
0,3,0,841,0,51,,,0,0,,,0,141,0,2,0,4,,
0,3,0,785,0,52,,,0,0,,,0,127,0,2,0,5,,
0,4,0,738,0,48,,,0,0,,,0,115,0,2,0,5,,
0,4,0,734,0,43,,,0,0,,,0,118,0,2,0,5,,
0,4,0,707,0,39,,,0,0,,,0,107,0,2,0,3,,
0,4,0,677,0,40,,,0,0,,,0,106,0,2,0,3,,
0,2,0,653,0,41,,,0,0,,,0,97,0,2,0,2,,
0,2,0,621,0,44,,,0,0,,,0,84,0,2,0,2,,
0,2,0,601,0,43,,,0,0,,,0,81,0,2,0,2,,
0,0,0,574,0,44,,,0,0,,,0,68,0,2,0,2,,
0,0,0,544,0,43,,,0,0,,,0,65,0,2,0,2,,
0,0,0,497,0,44,,,0,0,,,0,61,0,2,0,2,,
0,0,0,453,0,44,,,0,0,,,0,52,0,2,0,0,,
0,0,0,426,0,41,,,0,0,,,0,53,0,2,0,0,,
0,0,0,391,0,41,,,0,0,,,0,45,0,2,0,0,,
0,0,0,362,0,36,,,0,0,,,0,39,0,3,0,0,,
0,0,0,338,0,34,,,0,0,,,0,33,0,3,0,0,,
0,0,0,314,0,30,,,0,0,,,0,31,0,3,0,0,,
0,0,0,311,0,31,,,0,0,,,0,30,0,3,0,0,,
0,0,0,300,0,25,,,0,0,,,0,30,0,3,0,0,,
0,0,0,286,0,25,,,0,0,,,0,32,0,3,0,0,,
0,0,0,259,0,21,,,0,0,,,0,32,0,1,0,0,,
0,0,0,255,0,23,,,0,0,,,0,32,0,1,0,0,,
0,0,0,234,0,21,,,0,0,,,0,28,0,1,0,0,,
0,0,0,209,0,21,,,0,0,,,0,25,0,1,0,0,,
0,0,0,201,0,23,,,0,0,,,0,20,0,1,0,0,,
0,0,0,200,0,20,,,0,0,,,0,21,0,1,0,0,,
0,0,0,186,0,18,,,0,0,,,0,22,0,0,0,0,,
0,0,0,160,0,18,,,0,0,,,0,22,0,0,0,0,,
0,0,0,148,0,16,,,0,0,,,0,23,0,0,0,0,,
0,0,0,150,0,16,,,0,0,,,0,21,0,0,0,0,,
0,0,0,154,0,10,,,0,0,,,0,20,0,0,0,0,,
0,0,0,155,0,9,,,0,0,,,0,19,0,0,0,0,,
0,0,0,148,0,9,,,0,0,,,0,17,0,0,0,0,,
0,0,0,140,0,9,,,0,0,,,0,16,0,0,0,0,,
0,0,0,140,0,7,,,0,0,,,0,14,0,0,0,0,,
0,0,0,142,0,8,,,0,0,,,0,14,0,0,0,0,,
0,0,0,131,0,8,,,0,0,,,0,14,0,0,0,0,,
0,0,0,127,0,9,,,0,0,,,0,14,0,0,0,0,,
0,0,0,120,0,7,,,0,0,,,0,13,0,0,0,0,,
0,0,0,110,0,7,,,0,0,,,0,15,0,0,0,0,,
0,0,0,106,0,6,,,0,0,,,0,15,0,0,0,0,,
0,0,0,104,0,6,,,0,0,,,0,15,0,0,0,0,,
0,0,0,88,0,4,,,0,0,,,0,14,0,0,0,0,,
0,0,0,95,0,4,,,0,0,,,0,17,0,0,0,0,,
0,0,0,95,0,2,,,0,0,,,0,17,0,0,0,0,,
0,0,0,92,0,2,,,0,0,,,0,13,0,0,0,0,,
0,0,0,86,0,2,,,0,0,,,0,9,0,0,0,0,,
0,0,0,87,0,2,,,0,0,,,0,9,0,0,0,0,,
0,0,0,86,0,1,,,0,0,,,0,7,0,0,0,0,,
0,0,0,87,0,1,,,0,0,,,0,7,0,0,0,0,,
0,0,0,82,0,1,,,0,0,,,0,7,0,0,0,0,,
0,0,0,74,0,1,,,0,0,,,0,9,0,0,0,0,,
0,0,0,63,0,1,,,0,0,,,0,8,0,0,0,0,,
0,0,0,61,0,1,,,0,0,,,0,6,0,0,0,0,,
0,0,0,55,0,1,,,0,0,,,0,6,0,0,0,0,,
0,0,0,53,0,1,,,0,0,,,0,5,0,0,0,0,,
0,0,0,43,0,1,,,0,0,,,0,3,0,0,0,0,,
0,0,0,30,0,1,,,0,0,,,0,3,0,0,0,0,,
0,0,0,31,0,1,,,0,0,,,0,3,0,0,0,0,,
0,0,0,30,0,1,,,0,0,,,0,3,0,0,0,0,,
0,0,0,27,0,1,,,0,0,,,0,3,0,0,0,0,,
0,0,0,26,0,2,,,0,0,,,0,4,0,0,0,0,,
0,0,0,23,0,2,,,0,0,,,0,2,0,0,0,0,,
0,0,0,22,0,2,,,0,0,,,0,2,0,0,0,0,,
0,0,0,22,0,2,,,0,0,,,0,2,0,0,0,0,,
0,0,0,19,0,2,,,0,0,,,0,0,0,0,0,0,,
0,0,0,19,0,3,,,0,0,,,0,0,0,0,0,0,,
0,0,0,16,0,1,,,0,0,,,0,0,0,0,0,0,,
0,0,0,14,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,14,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,12,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,11,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,10,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,10,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,10,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,9,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,6,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,7,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,5,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,3,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,1,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,1,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,1,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,1,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,1,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,1,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
