period,K
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,7.3
14,7.54
15,8.15
16,8.94
17,9.19
18,9.36
19,9.55
20,9.63
21,9.78
22,9.98
23,10.15
24,10.1
25,10.4
26,10.5
27,10.51
28,10.25
29,10.13
30,10.11
31,10.04
32,9.85
33,9.68
34,9.58
35,9.52
36,9.38
37,9.42
38,9.55
39,9.53
40,9.63
41,9.75
42,9.59
43,9.41
44,9.44
45,9.25
46,9.37
47,9.39
48,9.3
49,9.38
50,9.52
51,9.35
52,9.25
53,9.21
54,9.31
55,9.03
56,8.96
57,9.1
58,9.28
59,9.18
60,9.19
61,9.43
62,9.36
63,9.58
64,9.46
65,9.38
66,9.48
67,9.56
68,9.82
69,9.79
70,9.96
71,9.8
72,9.67
73,9.62
74,9.83
75,9.83
76,10.16
77,10.03
78,10.05
79,9.88
80,9.9
81,9.49
82,9.55
83,9.27
84,9.31
85,9.4
86,9.28
87,8.88
88,8.95
89,8.98
90,9
91,9.07
92,9.06
93,9.24
94,9.75
95,9.97
96,10.37
97,10.61
98,10.72
99,10.71
100,10.68
101,10.64
102,10.9
103,10.93
104,10.78
105,10.76
106,10.85
107,11.14
108,11.11
109,11.37
110,11.48
111,11.45
112,11.49
113,11.45
114,11.4
115,11.4
116,11.34
117,11.12
118,10.98
119,10.79
120,10.86
121,10.9
122,10.96
123,10.83
124,10.87
125,10.84
126,10.95
127,11
128,11.11
129,11.04
130,10.87
131,10.77
132,10.97
133,11.11
134,10.91
135,11.08
136,11.2
137,11.2
138,11
139,10.83
140,10.98
141,10.97
142,10.97
143,10.84
144,10.85
145,11.09
146,11.14
147,11.1
148,11.16
149,11.35
150,11.25
151,11.12
152,10.97
153,10.99
154,10.97
155,10.84
156,10.79
157,11.04
158,10.81
159,10.76
160,10.83
161,10.77
162,11
163,11.03
164,10.82
165,10.68
166,10.54
167,10.54
168,10.51
169,10.71
170,10.97
171,10.94
172,10.73
173,10.67
174,10.63
175,10.68
176,10.58
177,10.58
178,10.44
179,10.36
180,10.32
181,9.86
182,9.7
183,9.49
184,9.46
185,9.36
186,9.44
187,9.62
188,9.92
189,10.03
190,10.16
191,10.33
192,10.88
193,11.23
194,11.25
195,11.31
196,11.5
197,11.56
198,11.61
199,11.45
200,11.24
201,11.2
202,11.32
203,11.22
204,11.13
205,11.17
206,10.76
207,10.38
208,9.78
209,9.48
210,8.9
211,8.26
212,8.2
213,7.67
214,7.56
215,7.86
216,7.97
217,8.53
218,8.86
219,9.19
220,9.33
221,9.52
222,9.95
223,10.2
224,10.29
225,10.27
226,10.29
227,10.11
228,10.07
229,10.1
230,10.11
231,10.41
232,10.27
233,10.4
234,10.34
235,10.59
236,10.53
237,10.69
238,10.74
239,10.82
240,11.13
241,11.08
242,11.07
243,11.06
244,10.94
245,11.04
246,10.81
247,10.85
248,10.79
249,10.55
250,10.68
251,10.52
252,10.74
253,10.71
254,10.4
255,9.95
256,10.05
257,9.62
258,9.33
259,9.12
260,8.77
261,8.6
262,8.51
263,8.8
264,8.92
265,9.1
266,9.19
267,9.5
268,9.56
269,9.77
270,10.03
271,10
272,10.01
273,10.04
274,9.77
275,9.52
276,9.1
277,8.62
278,8.14
279,7.84
280,7.42
281,6.94
282,7.15
283,6.69
284,6.5
285,6.5
286,6.5
287,6.5
288,6.5
289,6.5
290,6.5
291,6.5
292,6.5
293,6.5
294,6.5
295,6.5
296,6.5
297,6.5
298,10.7
299,10.73
300,10.75
301,10.91
302,10.82
303,10.76
304,10.62
305,10.53
306,10.48
307,10.15
308,10.06
309,9.71
310,9.58
311,9.45
312,9.41
313,9.21
314,9.03
315,9.04
316,8.95
317,8.4
318,8.03
319,8.09
320,7.64
321,7.31
322,6.65
323,6.65
324,6.65
325,6.65
326,6.65
327,6.65
328,6.65
329,6.65
330,6.65
331,6.65
332,6.65
333,6.65
334,6.65
335,6.65
336,6.65
337,6.65
338,6.65
339,6.65
340,6.65
341,6.65
342,9.86
343,9.84
344,10.03
345,10.03
346,10.12
347,10.12
348,10.32
349,10.2
350,10.02
351,10.04
352,10.13
353,10.12
354,9.99
355,10.18
356,10.36
357,10.2
358,10.2
359,10.39
360,10.41
361,10.52
362,10.83
363,10.91
364,10.85
365,10.74
366,10.7
367,10.56
368,10.4
369,10.13
370,9.91
371,9.67
372,9.49
373,9.1
374,8.93
375,8.52
376,8.48
377,8.42
378,8.44
379,8.58
380,8.71
381,8.94
382,9.14
383,9.29
384,9.1
385,9.06
386,9.13
387,9.2
388,9.02
389,9.33
390,9.65
391,9.7
392,9.87
393,10.17
394,10.5
395,10.49
396,10.42
397,10.81
398,10.76
399,10.69
400,10.93
401,10.81
402,10.65
403,10.76
404,10.87
405,10.37
406,10.46
407,10.22
408,10.01
409,9.99
410,9.88
411,9.94
412,10.2
413,10.28
414,10.28
415,10.25
416,10.14
417,10.03
418,10.16
419,10.03
420,10.21
421,10.06
422,9.86
423,9.75
424,9.57
425,9.67
426,9.54
427,9.72
428,9.82
429,9.67
430,9.91
431,9.89
432,9.96
433,10.08
434,10.07
435,9.86
436,9.86
437,9.68
438,9.37
439,9.37
440,9.08
441,8.84
442,8.46
443,8.17
444,8.15
445,8.06
446,8.05
447,8.13
448,7.98
449,7.8
450,7.8
451,7.76
452,7.7
453,7.69
454,7.77
455,8.1
456,8.38
457,8.51
458,8.71
459,8.76
460,8.84
461,8.93
462,9.16
463,9.12
464,9.43
465,9.71
466,9.82
467,9.77
468,9.94
469,10.01
470,9.6
471,9.38
472,9.56
473,9.23
474,9.27
475,9.5
476,9.69
477,9.87
478,9.84
479,9.98
480,10.05
481,9.82
482,9.81
483,9.32
484,9.13
485,8.96
486,9.05
487,9.43
488,9.74
489,10.03
490,9.96
491,10.15
492,10.24
493,10.05
494,10.3
495,10.51
496,10.7
497,10.87
498,11.13
499,11.26
500,11.38
501,11.46
502,11.39
503,11.65
504,11.58
505,11.9
506,12.11
507,12.16
508,11.95
509,11.73
510,11.56
511,11.03
512,10.86
513,10.63
514,10.33
515,9.7
516,9.31
517,9.24
518,9.44
519,9.76
520,9.81
521,9.32
522,9.64
523,9.3
524,9.24
525,9.46
526,9.34
527,9.11
528,9
529,9.59
530,9.85
531,10.08
532,9.87
533,9.73
534,9.23
535,8.95
536,8.34
537,7.42
538,7.44
539,7.87
540,7.87
541,7.97
542,8.16
543,8.13
544,8.32
545,8.4
546,8.49
547,9.11
548,9.28
549,9.6
550,9.52
551,10.04
552,10.07
553,10.3
554,10.69
555,10.44
556,10.69
557,10.99
558,10.29
559,9.94
560,9.71
561,9.04
562,8.74
563,8.09
564,8.05
565,8.59
566,8.75
567,9.28
568,9.97
569,10.32
570,10.34
571,10.11
572,10.01
573,9.92
574,10.11
575,10.38
576,10.9
577,10.65
578,10.37
579,10.23
580,10
581,9.44
582,8.89
583,8.65
584,8.22
585,7.81
586,7.8
587,8
588,8.33
589,8.58
590,8.92
591,9.68
592,10
593,9.9
594,10.16
595,9.85
596,9.7
597,9.83
598,10.12
599,10.69
600,10.88
601,10.99
602,11.37
603,11.33
604,11.6
605,11.84
606,11.39
607,11.36
608,11.54
609,11.7
610,11.77
611,11.69
612,11.2
613,10.85
614,10.17
615,9.7
616,9.57
617,9.61
618,9.66
619,9.39
620,9.06
621,9.53
622,9.94
623,10.29
624,10.06
625,10.03
626,10.33
627,10.14
628,10.24
629,10.13
630,10.38
631,10.36
632,10.52
633,10.75
634,10.99
635,11.27
636,11.47
637,11.52
638,11.65
639,11.57
640,11.58
641,11.58
642,11.43
643,11.3
644,11.6
645,11.57
646,11.42
647,11.47
648,11.58
649,11.72
650,11.49
651,11.45
652,11.4
653,10.94
654,10.23
655,9.83
656,9.64
657,9.12
658,8.59
659,7.96
660,7.63
661,7.85
662,8.14
663,8.33
664,8.55
665,8.85
666,9.26
667,9.19
668,9.46
669,9.72
670,10.05
671,10.36
672,10.07
673,9.94
674,9.79
675,9.26
676,8.54
677,7.69
678,7.21
679,7.07
680,7.3
681,7.52
682,7.48
683,8.03
684,8.69
685,9.2
686,9.78
687,10.1
688,10.61
689,10.69
690,11.09
691,11.35
692,11.65
693,11.85
694,12.05
695,11.86
696,12.2
697,11.75
698,11.64
699,11.3
700,10.91
701,10.41
702,9.98
703,9.43
704,8.84
705,8.14
706,7.67
707,7.1
708,6.59
709,6.59
710,6.59
711,6.59
712,6.59
713,6.59
714,6.59
715,6.59
716,6.59
717,6.59
718,6.59
719,6.59
720,6.59
721,6.59
722,10.17
723,10.64
724,10.68
725,10.92
726,11
727,11.14
728,11.19
729,10.82
730,10.58
731,10.27
732,10
733,10.24
734,10.62
735,10.66
736,10.44
737,9.98
738,9.34
739,8.81
740,8.92
741,8.74
742,8.68
743,9.25
744,9.75
745,9.35
746,9.24
747,9.17
748,9.33
749,9.39
750,9.6
751,10.03
752,10.17
753,10.42
754,10.52
755,10.5
756,10.73
757,10.81
758,10.92
759,10.87
760,11.16
761,11.03
762,10.89
763,10.5
764,10.46
765,9.84
766,9.95
767,9.89
768,10.11
769,10.18
770,10.39
771,10.64
772,10.57
773,10.43
774,10.8
775,11.13
776,11
777,10.71
778,10.24
779,9.93
780,9.86
781,9.67
782,9.38
783,9.17
784,9.04
785,8.96
786,8.67
787,9.07
788,9.4
789,9.76
790,10.27
791,10.6
792,10.76
793,10.8
794,11.08
795,11.53
796,11.24
797,10.89
798,10.34
799,10.28
800,9.97
801,9.87
802,9.52
803,9.13
804,8.31
805,7.78
806,7.4
807,7.19
808,6.97
809,7.36
810,8.16
811,8.89
812,9.01
813,9.05
814,9.23
815,9.23
816,9.72
817,10.04
818,10.23
819,10.38
820,10.23
821,10.16
822,9.96
823,9.94
824,9.71
825,9.7
826,9.4
827,9.31
828,9.34
829,9.16
830,9.71
831,9.93
832,9.98
833,10.12
834,10.33
835,10.46
836,10.94
837,11.05
838,11.4
839,11.61
840,11.93
841,12.51
842,12.71
843,12.31
844,11.96
845,11.57
846,11.14
847,11.15
848,11.07
849,11.46
850,11.64
851,11.39
852,11.14
853,10.86
854,10.58
855,10.37
856,10.17
857,9.92
858,9.71
859,9.41
860,9.39
861,9.13
862,9.68
863,9.97
864,10.18
865,10.58
866,10.33
867,10.15
868,9.46
869,8.58
870,8.78
871,8.29
872,8.35
873,8.43
874,9.02
875,9.11
876,9.8
877,9.85
878,9.89
879,9.51
880,9.8
881,10.03
882,9.88
883,9.4
884,9.02
885,8.62
886,8.04
887,7.78
888,7.99
889,8.44
890,8.07
891,7.83
892,7.74
893,7.66
894,7.64
895,7.99
896,8.44
897,8.95
898,8.73
899,9.19
900,9.74
901,9.93
902,10.01
903,10.29
904,10.64
905,10.93
906,10.96
907,10.36
908,10.21
909,9.77
910,9.32
911,9.01
912,8.75
913,8.54
914,8.13
915,7.9
916,7.56
917,7.6
918,7.39
919,7.37
920,7.46
921,7.95
922,8.33
923,8.78
924,9.24
925,9.38
926,9.36
927,9.82
928,9.98
929,10.22
930,10.69
931,10.84
932,11.07
933,11.1
934,11.27
935,11.6
936,11.7
937,11.87
938,11.92
939,12.04
940,12.34
941,12.52
942,12.7
943,12.56
944,12.29
945,12.11
946,12.34
947,12.65
948,12.14
949,11.94
950,12.38
951,11.71
952,11
953,11.02
954,11.45
955,11.61
956,11.59
957,12.05
958,12.34
959,12.56
960,12.8
961,12.98
962,12.61
963,12.22
964,11.87
965,11.19
966,10.89
967,10.46
968,9.9
969,9.76
970,9.27
971,9.16
972,8.85
973,8.91
974,9.29
975,9.17
976,9.09
977,8.71
978,8.57
979,8.34
980,8.19
981,8.11
982,7.85
983,7.99
984,7.76
985,7.68
986,7.7
987,7.57
988,7.33
989,7.5
990,7.65
991,8.18
992,8.91
993,9.13
994,9.57
995,10.47
996,10.5
997,10.8
998,11.12
999,11.56
1000,11.8
1001,11.99
1002,12.02
1003,12.62
1004,12.85
1005,12.86
1006,12.83
1007,12.55
1008,12.19
1009,12.1
1010,11.65
1011,11.33
1012,10.56
1013,10.39
1014,9.84
1015,9.47
1016,9.07
1017,8.56
1018,8.46
1019,7.97
1020,7.91
1021,7.79
1022,7.65
1023,7.6
1024,7.41
1025,7.53
1026,7.23
1027,7.15
1028,7.73
1029,8.04
1030,8.46
1031,9.31
1032,9.81
1033,9.54
1034,10.26
1035,10.68
1036,11.35
1037,11.67
1038,11.92
1039,12.54
1040,12.57
1041,12.87
1042,13.03
1043,12.32
1044,11.62
1045,11.31
1046,10.7
1047,9.92
1048,9.5
1049,9.25
1050,8.9
1051,8.74
1052,8.64
1053,8.53
1054,8.39
1055,8.41
1056,8.24
1057,7.97
1058,7.76
1059,7.89
1060,8.64
1061,9.27
1062,9.99
1063,10.25
1064,11.01
1065,11.59
1066,11.86
1067,12.08
1068,12.07
1069,12.58
1070,12.81
1071,13.37
1072,13.19
1073,12.95
1074,12.44
1075,12
1076,11.69
1077,11.63
1078,11.34
1079,11.08
1080,10.64
1081,10.27
1082,9.5
1083,9.11
1084,8.88
1085,8.78
1086,9.34
1087,10
1088,10.45
1089,11.07
1090,11.23
1091,11.54
1092,11.31
1093,11.63
1094,12.28
1095,11.8
1096,11.62
1097,11.29
1098,10.75
1099,10.33
1100,9.74
1101,9.1
1102,8.92
1103,8.73
1104,8.72
1105,9.07
1106,9.58
1107,10.21
1108,10.51
1109,11.37
1110,11.93
1111,12.13
1112,12.84
1113,13.13
1114,13.41
1115,13.55
1116,13.41
1117,13.21
1118,12.41
1119,11.89
1120,11.19
1121,10.75
1122,10.18
1123,9.92
1124,9.61
1125,9.21
1126,8.76
1127,8.48
1128,8.36
1129,8.17
1130,7.88
1131,7.42
1132,7.05
1133,6.99
1134,7.31
1135,7.57
1136,8.36
1137,9.18
1138,9.27
1139,9.35
1140,9.79
1141,10.37
1142,11.04
1143,11.19
1144,11.9
1145,11.6
1146,11.3
1147,10.83
1148,10.41
1149,10.06
1150,9.86
1151,9.4
1152,8.93
1153,8.17
1154,7.81
1155,7.55
1156,7.41
1157,7.43
1158,7.76
1159,7.5
1160,7.82
1161,8.24
1162,8.72
1163,9.08
1164,8.57
1165,8.67
1166,9.17
1167,9.57
1168,10.06
1169,10.28
1170,11
1171,11.67
1172,11.72
1173,11.61
1174,11.72
1175,11.89
1176,11.02
1177,11.16
1178,11.06
1179,10.79
1180,10.25
1181,9.82
1182,9.55
1183,9.92
1184,9.45
1185,10
1186,10.66
1187,11.48
1188,11.88
1189,11.93
1190,12.45
1191,12.85
1192,12.9
1193,12.71
1194,11.98
1195,11.67
1196,10.86
1197,10.56
1198,10.02
1199,10.3
1200,11.07
1201,11.34
1202,11.97
1203,12.56
1204,12.72
1205,12.97
1206,13.06
1207,12.82
1208,12.54
1209,12.69
1210,12.79
1211,12.6
1212,12.06
1213,11.54
1214,10.91
1215,10.94
1216,10.67
1217,10.38
1218,10.25
1219,9.79
1220,9.38
1221,9.14
1222,8.87
1223,8.44
1224,8.2
1225,7.88
1226,7.85
1227,8.1
1228,7.86
1229,8.51
1230,9.5
1231,10.36
1232,10.44
1233,10.88
1234,11.26
1235,11.39
1236,11.19
1237,10.82
1238,10.81
1239,10.07
1240,9.8
1241,9.47
1242,9.1
1243,8.94
1244,8.46
1245,8.46
1246,8.55
1247,8.32
1248,8.61
1249,8.85
1250,8.6
1251,8.27
1252,7.84
1253,7.75
1254,7.35
1255,7.29
1256,7.46
1257,7.55
1258,7.82
1259,8.41
1260,8.09
1261,7.65
1262,8.07
1263,8.59
1264,9.06
1265,9.48
1266,9.91
1267,10.91
1268,11.02
1269,10.62
1270,10.3
1271,9.94
1272,9.52
1273,9.18
1274,9.08
1275,9.53
1276,9.71
1277,10.13
1278,10.84
1279,11.4
1280,11.83
1281,11.64
1282,11.78
1283,11.77
1284,11.2
1285,10.59
1286,10.45
1287,10.67
1288,10.73
1289,10.1
1290,10.31
1291,10.61
1292,10.73
1293,10.97
1294,11.05
1295,10.83
1296,10.29
1297,10.71
1298,10.78
1299,10.34
1300,10.07
1301,10.03
1302,10.04
1303,9.58
1304,9.45
1305,9.5
1306,9.37
1307,9.15
1308,9.22
1309,9.43
1310,9.53
1311,9.61
1312,9.99
1313,10.19
1314,9.79
1315,9.8
1316,10.11
1317,9.82
1318,9.73
1319,9.43
1320,8.99
1321,8.63
1322,8.5
1323,8.35
1324,8.03
1325,7.94
1326,7.67
1327,7.72
1328,7.63
1329,7.97
1330,8.33
1331,8.36
1332,8.02
1333,8.65
1334,8.7
1335,9.69
1336,10.16
1337,10.21
1338,10.41
1339,10.87
1340,11.36
1341,11.36
1342,11.33
1343,11.39
1344,11.52
1345,11.59
1346,12
1347,12.07
1348,11.35
1349,11.15
1350,10.73
1351,10.25
1352,9.98
1353,9.56
1354,9.54
1355,9.4
1356,8.97
1357,8.84
1358,8.9
1359,8.86
1360,9
1361,9.16
1362,9.67
1363,9.81
1364,9.72
1365,10.08
1366,10.33
1367,10.48
1368,10.37
1369,9.89
1370,9.53
1371,9.26
1372,8.68
1373,8.34
1374,8.33
1375,8.71
1376,8.82
1377,8.77
1378,8.62
1379,9.24
1380,9.68
1381,9.43
1382,9.44
1383,10.02
1384,10.21
1385,10.57
1386,10.79
1387,10.94
1388,10.24
1389,10.77
1390,11.05
1391,10.66
1392,10.35
1393,10.25
1394,10.3
1395,9.91
1396,9.93
1397,10.35
1398,10.78
1399,10.55
1400,10.35
1401,9.97
1402,9.59
1403,9.37
1404,9.1
1405,9.29
1406,9.1
1407,9.17
1408,9.25
1409,9.32
1410,9.85
1411,9.85
1412,10.09
1413,10.74
1414,11.02
1415,10.69
1416,10.23
1417,10.06
1418,10.16
1419,10.57
1420,10.28
1421,9.8
1422,9.36
1423,9.18
1424,9.25
1425,9.96
1426,10.48
1427,11.2
1428,11.92
1429,12.19
1430,11.69
1431,11.42
1432,11.52
1433,11.88
1434,12.15
1435,12.41
1436,12.74
1437,13.27
1438,13.93
1439,14.3
1440,14.32
1441,14.14
1442,13.9
1443,13.49
1444,13.64
1445,12.92
1446,12.13
1447,11.8
1448,11.12
1449,10.64
1450,10.44
1451,10.32
1452,10.08
1453,9.64
1454,9.58
1455,9.52
1456,9.42
1457,9
1458,9.19
1459,9.31
1460,9.84
1461,10.14
1462,10.78
1463,11.04
1464,11.06
1465,11.59
1466,11.78
1467,11.9
1468,12.32
1469,12.43
1470,12.4
1471,12.24
1472,12.16
1473,12.23
1474,12.33
1475,12.74
1476,13.3
1477,13.78
1478,14.25
1479,14.33
1480,14.15
1481,13.63
1482,12.8
1483,12.05
1484,11.82
1485,11.44
1486,11.44
1487,11.04
1488,10.8
1489,11.19
1490,11.3
1491,11.63
1492,12.28
1493,12.72
1494,12.85
1495,13.02
1496,13.09
1497,12.96
1498,12.83
1499,12.26
1500,11.66
1501,11.34
1502,11.09
1503,11.39
1504,11.56
1505,11.81
1506,11.83
1507,12.01
1508,11.76
1509,11.98
1510,12.3
1511,12.42
1512,12.27
1513,12.26
1514,12.63
1515,12.72
1516,12.97
1517,12.61
1518,12.44
1519,11.91
1520,11.54
1521,10.97
1522,10.52
1523,10.23
1524,10.26
1525,10.48
1526,10.68
1527,10.17
1528,9.82
1529,10.14
1530,10.37
1531,10.55
1532,10.57
1533,10.65
1534,10.94
1535,11.31
1536,11.85
1537,12.12
1538,12.46
1539,13.02
1540,13.06
1541,12.79
1542,12.69
1543,12.6
1544,12.51
1545,12.02
1546,11.14
1547,10.54
1548,10.24
1549,9.62
1550,9.44
1551,9.08
1552,8.89
1553,8.72
1554,8.5
1555,8.34
1556,8.12
1557,7.94
1558,7.91
1559,7.94
1560,7.76
1561,8.25
1562,8.29
1563,9.05
1564,9.42
1565,10.62
1566,11.4
1567,11.56
1568,12.18
1569,11.97
1570,11.75
1571,11.58
1572,10.99
1573,11.29
1574,11
1575,10.86
1576,10.9
1577,11.39
1578,11.62
1579,12.37
1580,12.4
1581,12.77
1582,12.57
1583,12.26
1584,12.19
1585,12.11
1586,11.84
1587,11.55
1588,11.7
1589,11.52
1590,11.36
1591,11.23
1592,11.06
1593,11.01
1594,11.2
1595,11.43
1596,11.83
1597,12.26
1598,12.37
1599,12.6
1600,12.74
1601,12.88
1602,13.27
1603,13.81
1604,14.16
1605,14.36
1606,14.36
1607,14.36
1608,14.36
1609,14.36
1610,14.36
1611,14.36
1612,14.36
1613,14.36
1614,14.36
1615,14.36
1616,9.1
1617,8.87
1618,8.16
1619,7.82
1620,7.92
1621,7.95
1622,7.53
1623,7.09
1624,6.98
1625,6.79
1626,6.53
1627,6.53
1628,6.53
1629,6.53
1630,6.53
1631,6.53
1632,6.53
1633,6.53
1634,6.53
1635,6.53
1636,6.53
1637,6.53
1638,6.53
1639,12.38
1640,13.12
1641,13.41
1642,13.61
1643,13.94
1644,14.11
1645,14.38
1646,14.38
1647,14.38
1648,14.38
1649,14.38
1650,14.38
1651,14.38
1652,14.38
1653,14.38
1654,14.38
1655,8.89
1656,8.43
1657,8.36
1658,8.51
1659,8.22
1660,8.91
1661,9.31
1662,10.13
1663,10.68
1664,11.18
1665,11.53
1666,11.86
1667,11.93
1668,12.25
1669,12.33
1670,12.72
1671,12.82
1672,13.03
1673,12.39
1674,12.11
1675,11.76
1676,11.24
1677,11.07
1678,10.34
1679,9.56
1680,8.87
1681,8.22
1682,8.16
1683,7.92
1684,7.23
1685,6.78
1686,7.02
1687,7.32
1688,7.43
1689,8.15
1690,8.77
1691,9.44
1692,9.71
1693,10.07
1694,10.14
1695,10.47
1696,10.86
1697,10.9
1698,11.01
1699,11.38
1700,11.05
1701,11.16
1702,11.58
1703,11.7
1704,11.97
1705,12.36
1706,12.34
1707,12.59
1708,12.83
1709,12.96
1710,12.94
1711,12.42
1712,11.83
1713,11.32
1714,10.8
1715,10.07
1716,9.96
1717,9.3
1718,8.57
1719,8.05
1720,7.74
1721,7.77
1722,7.79
1723,7.86
1724,8.58
1725,9.13
1726,9.81
1727,10.09
1728,10.81
1729,10.95
1730,11.45
1731,11.52
1732,11.48
1733,11.65
1734,11.98
1735,12.23
1736,12.16
1737,12.16
1738,11.86
1739,12.19
1740,12.24
1741,11.52
1742,11.05
1743,10.71
1744,10.28
1745,10.2
1746,10.24
1747,10.41
1748,10.82
1749,10.83
1750,11.53
1751,11.73
1752,11.69
1753,11.67
1754,11.16
1755,10.69
1756,10.45
1757,10.83
1758,10.87
1759,11.2
1760,11.4
1761,11.55
1762,11.8
1763,11.83
1764,11.97
1765,11.98
1766,12.12
1767,12.17
1768,12.24
1769,12.25
1770,11.69
1771,11.6
1772,11.63
1773,11.6
1774,11.35
1775,10.43
1776,9.94
1777,9.71
1778,9.17
1779,9.09
1780,9.09
1781,8.97
1782,9.5
1783,9.28
1784,8.87
1785,9.16
1786,9.63
1787,9.93
1788,10.35
1789,10.44
1790,10.59
1791,10.85
1792,11.01
1793,10.92
1794,10.91
1795,11.07
1796,10.98
1797,10.58
1798,10
1799,9.42
1800,9.08
1801,9.17
1802,9.43
1803,9.15
1804,9.54
1805,9.9
1806,10.12
1807,10.22
1808,10.2
1809,9.85
1810,9.73
1811,9.54
1812,9.86
1813,10.03
1814,10.2
1815,10.3
1816,10.52
1817,10.21
1818,9.77
1819,9.18
1820,9
1821,9.11
1822,9.63
1823,9.73
1824,10.04
1825,10.21
1826,10.66
1827,10.95
1828,11.03
1829,11.08
1830,11.05
1831,11.13
1832,11.16
1833,11.25
1834,11.64
1835,11.49
1836,11.71
1837,11.82
1838,11.54
1839,11.38
1840,10.32
1841,10.12
1842,9.67
1843,9.73
1844,9.07
1845,8.89
1846,9.17
1847,9.3
1848,9.65
1849,9.16
1850,9.06
1851,8.99
1852,8.71
1853,8.77
1854,8.97
1855,9.38
1856,10.02
1857,10.45
1858,10.44
1859,10.77
1860,11.26
1861,11.31
1862,11.28
1863,11.5
1864,11.72
1865,11.49
1866,11.5
1867,11.21
1868,10.59
1869,10.05
1870,9.29
1871,8.5
1872,8.23
1873,7.86
1874,7.48
1875,7.34
1876,7.7
1877,8
1878,8.65
1879,9.12
1880,9.58
1881,9.94
1882,10.29
1883,10.3
1884,10.62
1885,10.66
1886,10.51
1887,9.91
1888,9.3
1889,9.08
1890,8.66
1891,8.13
1892,7.87
1893,7.49
1894,7.49
1895,8.12
1896,8.48
1897,9.16
1898,9.65
1899,9.7
1900,9.85
1901,10.17
1902,10.14
1903,10.5
1904,10.56
1905,10.81
1906,11.08
1907,11.16
1908,11.25
1909,11.59
1910,11.91
1911,11.85
1912,12.17
1913,12.13
1914,12.42
1915,12.23
1916,12.29
1917,11.79
1918,12.01
1919,11.99
1920,11.9
1921,11.49
1922,11.21
1923,10.93
1924,11.51
1925,11.62
1926,11.25
1927,11.19
1928,10.87
1929,10.87
1930,10.5
1931,10.56
1932,10.67
1933,10.61
1934,10.94
1935,11.21
1936,11.43
1937,11.8
1938,11.53
1939,11.45
1940,11.06
1941,10.53
1942,9.92
1943,9.72
1944,8.85
1945,8.55
1946,8.46
1947,8.01
1948,8.23
1949,8.46
1950,8.71
1951,9.36
1952,10
1953,10.61
1954,10.86
1955,11.43
1956,11.58
1957,12.18
1958,12.67
1959,13.03
1960,12.58
1961,12.26
1962,11.68
1963,10.76
1964,10.67
1965,10.62
1966,10.42
1967,10.22
1968,10.32
1969,10.91
1970,11.12
1971,11.19
1972,10.82
1973,10.94
1974,11.2
1975,11.38
1976,11.2
1977,10.76
1978,10.53
1979,10.22
1980,10.01
1981,9.58
1982,9.27
1983,9.17
1984,8.86
1985,9.02
1986,8.59
1987,8.2
1988,8.15
1989,7.98
1990,8.12
1991,8.3
1992,8.51
1993,8.7
1994,8.81
1995,9.53
1996,10.09
1997,10.08
1998,10.59
1999,10.67
2000,10.9
2001,10.76
2002,10.57
2003,10.47
2004,10.7
2005,11.03
2006,11.43
2007,11.7
2008,12.23
2009,12.15
2010,12.46
2011,12.41
2012,12.29
2013,11.74
2014,11.47
2015,11.76
2016,11.82
2017,11.14
2018,10.98
2019,10.65
2020,10.44
2021,10.61
2022,10.67
2023,10.73
2024,10.79
2025,10.72
2026,10.56
2027,10.5
2028,10.2
2029,9.95
2030,10.07
2031,9.97
2032,10.4
2033,11.02
2034,11.18
2035,11.85
2036,12.25
2037,11.8
2038,11.27
2039,10.65
2040,10
2041,10.05
2042,10.12
2043,10.08
2044,9.66
2045,9.17
2046,8.87
2047,8.8
2048,8.56
2049,8.09
2050,7.95
2051,8.17
2052,8.94
2053,9.71
2054,10.3
2055,10.6
2056,11.12
2057,11.62
2058,12
2059,12.77
2060,13.02
2061,13.46
2062,13.19
2063,13.02
2064,12.12
2065,11.68
2066,12.29
2067,12.7
2068,13.02
2069,13.48
2070,13.07
2071,12.66
2072,12.22
2073,11.58
2074,11.28
2075,10.35
2076,9.67
2077,9.29
2078,8.85
2079,8.74
2080,8.85
2081,9.27
2082,10.12
2083,10.88
2084,11.24
2085,11.66
2086,11.91
2087,12.41
2088,13.04
2089,12.68
2090,11.62
2091,11.03
2092,10.13
2093,9.4
2094,8.73
2095,8.24
2096,7.62
2097,7.2
2098,7.19
2099,7.26
2100,7.39
2101,8.27
2102,9.04
2103,9.85
2104,10.09
2105,10.54
2106,10.11
2107,9.62
2108,9.32
2109,9.19
2110,8.76
2111,8.51
2112,8.13
2113,7.9
2114,7.61
2115,8.54
2116,8.87
2117,8.59
2118,9.24
2119,9.08
2120,8.81
2121,8.41
2122,8.18
2123,8.03
2124,9.04
2125,9.7
2126,9.35
2127,8.5
2128,8.08
2129,7.72
2130,7.54
2131,7.47
2132,7.53
2133,7.31
2134,7.74
2135,8.77
2136,9.44
2137,10.41
2138,11.11
2139,11.99
2140,11.51
2141,10.78
2142,10.04
2143,9.64
2144,9.06
2145,8.82
2146,9.41
2147,10.46
2148,11.24
2149,10.75
2150,11.36
2151,11.98
2152,12.77
