"","variableValue","K","unsatisfied","Payoffs","TotalBM","GreenPatches","beta.i","k.i","numLoggers","numCheaters","param"
"1","0",0,4,68.4385964912281,0.725483878962108,0.7039600153787,0.334316238309733,0.192982456140351,0.57,0,"cost"
"2","0",0,3,70.5438596491228,0.728130509274204,0.697808535178777,0.432074742460055,0.105263157894737,0.57,0,"cost"
"3","0",0,3,65.6052631578947,0.751872821222835,0.72241445597847,0.370882039358643,0,0.57,0,"cost"
"4","0",0,4,66.1290322580645,0.708747367116838,0.692041522491349,0.39044103461184,0,0.62,0,"cost"
"5","0",0,5,63.5873015873016,0.675933486749313,0.673202614379085,0.278925685927289,0,0.63,0,"cost"
"6","0",0,5,64.2910447761194,0.642883704787168,0.645905420991926,0.261704610480426,0,0.67,0,"cost"
"7","0",0,1,68.2844827586207,0.730871754368644,0.705497885428681,0.446362935426109,0,0.58,0,"cost"
"8","0",0,0,67.8611111111111,0.807942805809253,0.756247597078047,0.391312817052214,0,0.54,0,"cost"
"9","0",0,7,61.2280701754386,0.74431367690783,0.711264898116109,0.296269933664239,0,0.57,0,"cost"
"10","0",0,2,68.6153846153846,0.801717736745706,0.748173779315648,0.351898120944232,0,0.52,0,"cost"
"11","0",0,5,66.5648148148148,0.768472845351114,0.73202614379085,0.379140634645313,0,0.54,0,"cost"
"12","0",0,5,62.515873015873,0.684125884506903,0.68242983467897,0.481822235275644,0,0.63,0,"cost"
"13","0",0,4,62.425,0.728353877824351,0.712418300653595,0.302363980404287,0,0.6,0,"cost"
"14","0",0,1,69.1509433962264,0.788228562899575,0.737408688965782,0.432136484564158,0,0.53,0,"cost"
"15","0",0,4,72.5660377358491,0.787334453449298,0.747789311803153,0.357909583527796,0,0.53,0,"cost"
"16","0",0,7,63.0522388059701,0.645071748990062,0.650903498654364,0.310255829853287,0,0.67,0,"cost"
"17","0",0,8,66.8898305084746,0.728464929661185,0.702806612841215,0.424328952054527,0,0.59,0,"cost"
"18","0",0,4,64.8615384615385,0.670853086450396,0.674356016916571,0.325673104060224,0,0.65,0,"cost"
"19","0",0,10,62.2338709677419,0.704448023788874,0.701268742791234,0.289743086157733,0,0.62,0,"cost"
"20","0",0,6,66.9741379310345,0.730694434187529,0.715878508266051,0.370881504357021,0,0.58,0,"cost"
"21","0",0,6,63.4032258064516,0.696008023575444,0.676278354479046,0.372946287424052,0,0.62,0,"cost"
"22","0",0,8,63.7063492063492,0.693318068788931,0.689734717416378,0.35976715843974,0,0.63,0,"cost"
"23","0",0,9,63.5508474576271,0.712513497594974,0.687427912341407,0.367811010604428,0.406779661016949,0.59,0,"cost"
"24","0",0,7,62.9677419354839,0.694007406855069,0.68396770472895,0.347966832443538,0,0.62,0,"cost"
"25","0",0,5,59.4242424242424,0.669242773277848,0.659361783929258,0.377263469143648,0,0.66,0,"cost"
"26","0",0,7,67.375,0.725088792423047,0.716647443291042,0.44448676441754,0,0.6,0,"cost"
"27","0",0,5,64.5384615384615,0.653508553809429,0.656670511341792,0.342398023508915,0,0.65,0,"cost"
"28","0",0,8,62.859649122807,0.752352108830028,0.723567858515955,0.254969519551761,0,0.57,0,"cost"
"29","0",0,3,65.9818181818182,0.768372816877053,0.739331026528258,0.36663397461122,0,0.55,0,"cost"
"30","0",0,4,66.4609375,0.676681891124553,0.672049211841599,0.422667662144719,0,0.64,0,"cost"
"31","0",0,3,68.3020833333333,0.831297691011793,0.767781622452903,0.153089849252911,0.25,0.48,0,"cost"
"32","0",0,1,71.6875,0.752545220915291,0.730488273740869,0.514899369927038,0,0.56,0,"cost"
"33","0",0,6,58.6370967741936,0.699865978357987,0.675509419454056,0.35473374016687,0,0.62,0,"cost"
"34","0",0,10,64.7890625,0.677653271190222,0.678585159554018,0.309611417791266,0,0.64,0,"cost"
"35","0",0,9,65.1525423728814,0.717792479108635,0.687043444828912,0.456388779417473,0,0.59,0,"cost"
"36","0",0,5,70.9166666666667,0.778388822829964,0.739331026528258,0.319609395592675,0,0.54,0,"cost"
"37","0",0,2,70.2203389830509,0.724816362871912,0.709342560553633,0.244215534685631,0,0.59,0,"cost"
"38","0",0,4,68.5245901639344,0.708652847177559,0.692425990003845,0.324659882167642,0,0.61,0,"cost"
"39","0",0,9,66.7460317460317,0.689090055821766,0.680123029603999,0.274882079542061,0,0.63,0,"cost"
"40","0",0,5,69.8620689655172,0.730175307721,0.704344482891196,0.42077449738528,0,0.58,0,"cost"
"41","0",0,5,66.515873015873,0.669348830278647,0.668973471741638,0.356431164258932,0,0.63,0,"cost"
"42","0",0,4,72.1140350877193,0.766756663033786,0.727028066128412,0.235760887436097,0,0.57,0,"cost"
"43","0",0,3,71.1896551724138,0.740977592702756,0.72241445597847,0.311946736417838,0,0.58,0,"cost"
"44","0",0,4,69.1379310344828,0.736610454478018,0.711649365628604,0.290207309146975,0,0.58,0,"cost"
"45","0",0,8,72.3725490196078,0.830961120683197,0.757785467128028,0.225095076473553,0,0.51,0,"cost"
"46","0",0,4,66.5818181818182,0.790787957721785,0.735870818915802,0.310338620319788,0,0.55,0,"cost"
"47","0",0,5,63.5579710144928,0.622337914067742,0.655901576316801,0.379591106492367,0,0.69,0,"cost"
"48","0",0,1,66.6428571428571,0.682883062506231,0.675509419454056,0.37710797028691,0,0.63,0,"cost"
"49","0",0,8,61.3307692307692,0.669654352778053,0.669742406766628,0.267897639806171,0,0.65,0,"cost"
"50","0",0,6,68.2627118644068,0.73168084628627,0.705113417916186,0.296897375018414,0,0.59,0,"cost"
"51","2",0,6,52.96875,0.840763776589128,0.774317570165321,0.406290526207671,0,0.48,0,"cost"
"52","2",0,6,41.7734375,0.683959930744497,0.676662821991542,0.309400209926417,0,0.64,0,"cost"
"53","2",0,10,43.8305084745763,0.717123865271095,0.701268742791234,0.356268861146348,0,0.59,0,"cost"
"54","2",0,8,43.4545454545455,0.654782285076293,0.662053056516724,0.36702774655511,0,0.66,0,"cost"
"55","2",0,10,43.3813559322034,0.735169122946542,0.70242214532872,0.317268673565106,0,0.59,0,"cost"
"56","2",0,6,47.0545454545455,0.759442213407573,0.721261053440984,0.17787802378428,0,0.55,0,"cost"
"57","2",0,9,41.4485294117647,0.636810260769558,0.637062668204537,0.296933876683986,0,0.68,0,"cost"
"58","2",0,9,46.4047619047619,0.699004727544165,0.680507497116494,0.331470645062311,0,0.63,0,"cost"
"59","2",0,7,44.5,0.747361265603757,0.705113417916186,0.299120221460724,0,0.56,0,"cost"
"60","2",0,7,50.0982142857143,0.747512561564101,0.71357170319108,0.375942528807407,0,0.56,0,"cost"
"61","2",0,6,49.3809523809524,0.654471746299373,0.655517108804306,0.295510539102212,0,0.63,0,"cost"
"62","2",0,9,41.1716417910448,0.62831015195763,0.627066512879662,0.358276400252489,0,0.67,0,"cost"
"63","2",0,9,43.6803278688525,0.709161861205011,0.672049211841599,0.199119002156164,0,0.61,0,"cost"
"64","2",0,12,42.5514705882353,0.624332712600869,0.645520953479431,0.202536228745709,0,0.68,0,"cost"
"65","2",0,4,49.453125,0.667787724417627,0.662053056516724,0.376577690640828,0,0.64,0,"cost"
"66","2",0,9,41.3730158730159,0.692069699519826,0.691272587466359,0.282473029065136,0,0.63,0,"cost"
"67","2",0,7,44.5230769230769,0.640290349705693,0.647058823529412,0.380882047758752,0,0.65,0,"cost"
"68","2",0,6,47,0.792851279755242,0.741253364090734,0.351338070359586,0,0.53,0,"cost"
"69","2",0,5,50.8981481481481,0.773116970254218,0.732410611303345,0.437168753816337,0,0.54,0,"cost"
"70","2",0,5,49.6779661016949,0.74218944022252,0.708189158016148,0.32392643264669,0,0.59,0,"cost"
"71","2",0,5,53.3586956521739,0.865677556782999,0.788927335640138,0.398008031773507,0,0.46,0,"cost"
"72","2",0,7,48.5564516129032,0.686730421425563,0.668589004229143,0.402723140831291,0,0.62,0,"cost"
"73","2",0,9,47.0416666666667,0.707987449352703,0.684736639753941,0.344724021459291,0,0.6,0,"cost"
"74","2",0,6,43.7666666666667,0.726853115616547,0.690888119953864,0.421411712536723,0,0.6,0,"cost"
"75","2",0,9,47.037037037037,0.776990402307425,0.727797001153403,0.320608447639962,0,0.54,0,"cost"
"76","2",0,10,43.6475409836066,0.722892760663214,0.70319108035371,0.374989287444947,0,0.61,0,"cost"
"77","2",0,9,49.2672413793103,0.73767082590612,0.719338715878508,0.361093833321039,0,0.58,0,"cost"
"78","2",0,8,43.0241935483871,0.696526011703415,0.678969627066513,0.341642054934008,0,0.62,0,"cost"
"79","2",0,5,44.9561403508772,0.751612742534061,0.718185313341023,0.374864664037896,0,0.57,0,"cost"
"80","2",0,6,48.5555555555556,0.772448727452434,0.727412533640907,0.406556936908059,0,0.54,0,"cost"
"81","2",0,8,46.4745762711864,0.741872756282409,0.707035755478662,0.395496726931893,0,0.59,0,"cost"
"82","2",0,5,47.859649122807,0.750589110752822,0.710880430603614,0.330372017183433,0,0.57,0,"cost"
"83","2",0,9,50.0689655172414,0.724838526070925,0.704728950403691,0.409049811205679,0,0.58,0,"cost"
"84","2",0,4,49.4285714285714,0.785929710867398,0.737408688965782,0.427784990336933,0,0.56,0,"cost"
"85","2",0,5,46.3333333333333,0.71081811867434,0.69281045751634,0.350525380285953,0,0.6,0,"cost"
"86","2",0,9,46.109375,0.682428908481311,0.686658977316417,0.313796299947348,0,0.64,0,"cost"
"87","2",0,5,46.2881355932203,0.715197877405277,0.695501730103806,0.422670607095762,0,0.59,0,"cost"
"88","2",0,8,45.9098360655738,0.702921957835039,0.686658977316417,0.342595480013957,0,0.61,0,"cost"
"89","2",0,5,52.3962264150943,0.782805261723685,0.733179546328335,0.27162082628389,0,0.53,0,"cost"
"90","2",0,7,48.4830508474576,0.72563706948039,0.697424067666282,0.433749430735056,0,0.59,0,"cost"
"91","2",0,7,48.1428571428571,0.744565621514438,0.71280276816609,0.381331357249796,0,0.56,0,"cost"
"92","2",0,8,46.3947368421053,0.760889528678861,0.719338715878508,0.362877184706141,0,0.57,0,"cost"
"93","2",0,9,44.2769230769231,0.690686396418801,0.674740484429066,0.4379484936923,0,0.65,0,"cost"
"94","2",0,6,44.3474576271186,0.742536667408672,0.712418300653595,0.374392777015481,0,0.59,0,"cost"
"95","2",0,6,49.1754385964912,0.744307212514232,0.715878508266051,0.391744470892403,0,0.57,0,"cost"
"96","2",0,10,37.0597014925373,0.642913648611901,0.65282583621684,0.324849533651069,0,0.67,0,"cost"
"97","2",0,3,55,0.766758085637338,0.735101883890811,0.352748041407635,0,0.55,0,"cost"
