"","variableValue","K","unsatisfied","Payoffs","TotalBM","GreenPatches","beta.i","k.i","numLoggers","numCheaters","param"
"1","0",8.56,20,29.565,0.0677665162388104,0.183775470972703,0.463810235822147,18.04,1,5,"cost"
"2","0",15.07,53,56.475,0.21229898969938,0.370242214532872,0.505382250870297,10.03,1,13,"cost"
"3","0",8.74,32,28.05,0.0694847920546245,0.192233756247597,0.497545973484184,16.9,1,2,"cost"
"4","0",9.05,19,27.37,0.0739039150302581,0.194540561322568,0.441672280930964,14.52,1,3,"cost"
"5","0",8.75,20,26.285,0.0681348504842766,0.196462898885044,0.395251238330451,14.1,1,4,"cost"
"6","0",9.5,28,34.44,0.0849946622309392,0.21683967704729,0.462235012696115,12.61,1,5,"cost"
"7","0",9.99,33,29.375,0.0759221235435272,0.196462898885044,0.504200643419288,16.11,1,4,"cost"
"8","0",12.61,13,51.495,0.152033087502492,0.317185697808535,0.589836168291789,12.55,1,6,"cost"
"9","0",8.63,28,26.9,0.0677262100184052,0.181084198385236,0.421352040918096,15.79,1,4,"cost"
"10","0",9.11,18,34.765,0.0718615468355683,0.196462898885044,0.45331636893839,11.28,1,6,"cost"
"11","0",8.91,26,26.72,0.0611412706675591,0.182237600922722,0.318915906513871,11.86,1,7,"cost"
"12","0",8.23,32,24.09,0.0579017890374929,0.174548250672818,0.474420227487623,14.78,1,3,"cost"
"13","0",14.82,54,50.155,0.212224951005929,0.38562091503268,0.443893346361884,11.47,1,15,"cost"
"14","0",8.59,18,28.62,0.0652703845579822,0.182237600922722,0.462545254892434,15.4,1,6,"cost"
"15","0",9.78,28,28.98,0.0869808644586558,0.218762014609765,0.493573200982784,14.74,1,1,"cost"
"16","0",8.49,20,30.345,0.0528925208032289,0.158016147635525,0.509475421743017,15.39,1,1,"cost"
"17","0",8.67,27,22.72,0.0614678670911261,0.17839292579777,0.474990509250318,14.6,1,5,"cost"
"18","0",8.68,31,26,0.0705126615243434,0.18800461361015,0.466037866952291,17,1,7,"cost"
"19","0",16.51,55,60.45,0.250753607432299,0.418300653594771,0.491130829932405,10.57,1,17,"cost"
"20","0",8.87,24,29.415,0.0662116799131165,0.189158016147636,0.491730244635655,17.12,1,4,"cost"
"21","0",9.49,14,32.66,0.0763890607598069,0.208381391772395,0.42548824637512,15.14,1,5,"cost"
"22","0",9.58,15,33.665,0.0761259019656631,0.201076509034987,0.409142604541639,16.44,1,3,"cost"
"23","0",9.06,24,28.47,0.0647101036846403,0.178008458285275,0.458169155469549,15.25,1,11,"cost"
"24","0",9.23,28,30.355,0.0788670537442311,0.214917339484814,0.468435799923553,17.3,1,8,"cost"
"25","0",15.25,56,55.93,0.213508410146836,0.38715878508266,0.47161015354635,9.19,1,21,"cost"
"26","0",16.22,59,54.65,0.231606486166301,0.399846212995002,0.493687740259376,10.56,1,21,"cost"
"27","0",15.84,60,51.965,0.214868797474598,0.377162629757785,0.364720857744902,9.02,1,21,"cost"
"28","0",9.22,22,32.215,0.0759850138944025,0.19761630142253,0.51353255663768,15.55,1,5,"cost"
"29","0",8.04,29,22.08,0.0625919186379839,0.17916186082276,0.5003736498172,12.26,1,3,"cost"
"30","0",15.04,52,59.485,0.211987067893559,0.381007304882737,0.474384699698197,10.96,1,24,"cost"
"31","0",8.33,24,27.635,0.0524989448072101,0.156478277585544,0.451796178455944,16.03,1,1,"cost"
"32","0",8.65,24,26.325,0.0723972330048771,0.209534794309881,0.427128771383013,17.02,1,5,"cost"
"33","0",8.2,27,22.225,0.0602033712893441,0.174163783160323,0.387347259225307,9.34,1,7,"cost"
"34","0",14.57,63,49.22,0.191522938515831,0.363321799307958,0.405029536431355,10.29,1,18,"cost"
"35","0",14.97,39,58.15,0.197297829403947,0.362552864282968,0.483061420328324,12.93,1,13,"cost"
"36","0",9.26,14,32.5,0.065983606557377,0.17916186082276,0.439588390321892,16.18,1,6,"cost"
"37","0",8.68,27,28.32,0.0637873342421614,0.179546328335256,0.42658896368352,16.6,1,2,"cost"
"38","0",13.5,51,48.5,0.175465258227659,0.341022683583237,0.435088692602748,12.44,1,11,"cost"
"39","0",15.58,56,56.665,0.218675742574257,0.380622837370242,0.496579107277979,10.2,1,24,"cost"
"40","0",15.2,61,56.54,0.21828330439097,0.383698577470204,0.42400889583532,9.08,1,17,"cost"
"41","0",8.78,18,32.37,0.0659196271413343,0.188389081122645,0.426824187855278,13.71,1,3,"cost"
"42","0",10.12,5,89.39,0.211002372479241,0.370626682045367,0.530709436020602,9.93,1,5,"cost"
"43","0",8.63,31,27.415,0.0653929022511702,0.186082276047674,0.418912180805094,14.87,1,5,"cost"
"44","0",8.91,24,27.94,0.0681447225244831,0.185697808535179,0.478216132488082,17.64,1,2,"cost"
"45","0",8.82,25,28.045,0.0669219141079969,0.18723567858516,0.481016608740933,11.69,1,3,"cost"
"46","0",9.52,16,37.15,0.0869037294015611,0.226451364859669,0.47325784815168,16.06,1,0,"cost"
"47","0",8.56,28,26.375,0.0629611289923248,0.17839292579777,0.453082193076395,15.25,1,4,"cost"
"48","0",8.1,25,23.705,0.0514355846474264,0.15840061514802,0.376666300848312,14.62,1,3,"cost"
"49","0",8.72,19,29.14,0.0737119685548673,0.203383314109958,0.376296644945504,9.97,1,2,"cost"
"50","0",15.07,50,57.83,0.226307752930746,0.399461745482507,0.492518788147689,11.27,1,24,"cost"
"51","2",11.22,37,19.825,0.107632484171694,0.255286428296809,0.510344960109908,17.4,1,8,"cost"
"52","2",9.98,36,12.1,0.0872333018351818,0.222606689734717,0.483676964617841,18.91,1,4,"cost"
"53","2",9.67,36,13.85,0.0815041603911014,0.208381391772395,0.396001173721878,13.23,1,11,"cost"
"54","2",11.05,30,19.795,0.109294808527438,0.25759323337178,0.425693522033521,12.21,1,8,"cost"
"55","2",10.47,32,16.695,0.102045348005231,0.256439830834295,0.449642380547099,15.3,1,8,"cost"
"56","2",8.1,44,5.735,0.0565120972765555,0.165705497885429,0.556436461251111,16.72,1,6,"cost"
"57","2",10.59,43,14.455,0.10261203329844,0.2479815455594,0.471156490979437,13.56,1,9,"cost"
"58","2",10.41,37,13.42,0.0937625050020008,0.230680507497116,0.336366124348668,11.81,1,13,"cost"
"59","2",10.67,33,15.215,0.10271092532588,0.245290272971934,0.449273227168988,14.04,1,8,"cost"
"60","2",11.76,32,22.145,0.131160789774705,0.296039984621299,0.462153994017839,14.6,1,12,"cost"
"61","2",10.78,29,21.255,0.10028368088389,0.243367935409458,0.402899967870194,14.32,1,5,"cost"
"62","2",8.33,36,6.365,0.0562576183487151,0.164167627835448,0.512985392346859,18.84,1,8,"cost"
"63","2",11.7,33,24.36,0.133727148364631,0.280661284121492,0.476414676243255,14.88,1,9,"cost"
"64","2",10.46,34,18.185,0.0957988621400711,0.241061130334487,0.412220243552497,12.1,1,9,"cost"
"65","2",10.94,29,17.155,0.100849204181462,0.239138792772011,0.52729126783518,13.98,1,12,"cost"
"66","2",11.16,33,25.01,0.124845960467294,0.293348712033833,0.481772040598041,16.32,1,5,"cost"
"67","2",10.19,31,17.25,0.0910154710287741,0.229911572472126,0.482218650136845,17.14,1,8,"cost"
"68","2",11.16,30,21.13,0.111131845438033,0.261437908496732,0.582300465480931,17.6,1,7,"cost"
"69","2",16.15,48,43.745,0.253281230616549,0.427912341407151,0.466474245311171,13.41,1,25,"cost"
"70","2",10.48,42,13.77,0.0893847110006215,0.234909650134564,0.474468863992762,17.24,1,8,"cost"
"71","2",10.05,36,13.99,0.0941052891744933,0.230296039984621,0.384154676938679,14.48,1,7,"cost"
"72","2",10.21,30,14.59,0.0863862000496401,0.21760861207228,0.494418334935805,17.06,1,9,"cost"
"73","2",11.62,33,18.915,0.112055718038963,0.257208765859285,0.499782000557739,17.96,1,11,"cost"
"74","2",10.19,44,12.645,0.0965595303248918,0.237985390234525,0.525795231400624,17.87,1,7,"cost"
"75","2",11,35,19.175,0.116557275541796,0.25836216839677,0.453846847361164,14.35,1,15,"cost"
"76","2",10,32,13.45,0.0876717101333864,0.221837754709727,0.451164182461575,16.28,1,10,"cost"
