"","variableValue","K","unsatisfied","Payoffs","TotalBM","GreenPatches","beta.i","k.i","numLoggers","numCheaters","param","depleted","lowK"
"77","10",12.79,39,-3.16,0.132339901477833,0.286812764321415,0.447123760656621,12.48,1,33,"monitoring",FALSE,FALSE
"78","10",11.32,42,-14.235,0.0933775161976359,0.221453287197232,0.388774009544456,15.17,1,32,"monitoring",TRUE,FALSE
"79","10",13.91,46,-5.27,0.14130597200777,0.296424452133795,0.52901659520775,14.42,1,38,"monitoring",FALSE,FALSE
"80","10",12.89,47,-8.895,0.139627626430049,0.295271049596309,0.52973440655706,16.04,1,32,"monitoring",FALSE,FALSE
"81","10",13.18,34,-4.27,0.143653304334932,0.293348712033833,0.380287627050098,12.3,1,28,"monitoring",FALSE,FALSE
"82","10",12.35,41,-10.405,0.121458649988787,0.274125336409073,0.463196564286876,16.15,1,29,"monitoring",FALSE,FALSE
"83","10",8.42,22,-25.655,0.04961367419443,0.149942329873126,0.491132140716812,18.46,1,13,"monitoring",TRUE,TRUE
"84","10",11.99,39,-7.42,0.115509505986169,0.251057285659362,0.367499761456131,12.29,1,29,"monitoring",FALSE,FALSE
"85","10",11.2,35,-7.295,0.112154297652209,0.269127258746636,0.410341960026662,12.94,1,25,"monitoring",FALSE,FALSE
"86","10",12.85,41,-10.655,0.141131137352393,0.301038062283737,0.355244545189874,10.34,1,37,"monitoring",FALSE,FALSE
"87","10",7.86,29,-25.545,0.0459201345934979,0.137254901960784,0.637730611965081,18.18,1,14,"monitoring",TRUE,TRUE
"88","10",11.56,29,-10.94,0.12428419147723,0.278354479046521,0.328084448080577,9.38,1,30,"monitoring",FALSE,FALSE
"89","10",7.92,32,-26.11,0.0478104558845558,0.145328719723183,0.491849074864469,17.74,1,8,"monitoring",TRUE,TRUE
"90","10",8.06,27,-23.21,0.0559316128711147,0.164552095347943,0.534070962377528,18.09,1,12,"monitoring",TRUE,TRUE
"91","10",12.51,39,-5.37,0.129633770622143,0.284505959246444,0.443918084493006,14,1,23,"monitoring",FALSE,FALSE
"92","10",10.11,34,-13.815,0.0818760727345091,0.201845444059977,0.415685127529698,12.99,1,26,"monitoring",TRUE,TRUE
"93","10",12.78,42,-10.155,0.128330682044144,0.273356401384083,0.438775100927059,16.28,1,25,"monitoring",FALSE,FALSE
"94","10",12.25,45,-8.225,0.121073948911639,0.271434063821607,0.461520820417122,14.77,1,28,"monitoring",FALSE,FALSE
"95","10",7.77,26,-28.905,0.0420091891220663,0.135717031910804,0.530202690587608,15.49,1,11,"monitoring",TRUE,TRUE
"96","10",13.27,40,-6.895,0.151679952320644,0.31680123029604,0.464404670561399,13.55,1,29,"monitoring",FALSE,FALSE
"97","10",7.77,27,-26.85,0.0442168404808721,0.13840830449827,0.571791024746211,16.98,1,9,"monitoring",TRUE,TRUE
"98","10",7.72,25,-31.17,0.043599211596517,0.134179161860823,0.461814830857463,17.25,1,18,"monitoring",TRUE,TRUE
"99","10",11.9,31,-13.21,0.104811720667344,0.23683198769704,0.436762355548928,14.68,1,31,"monitoring",FALSE,FALSE
"100","10",12.2,52,-10.335,0.125170743822178,0.273356401384083,0.493805992460356,15.97,1,34,"monitoring",FALSE,FALSE
"101","20",13.03,48,-7.495,0.160582495418297,0.32641291810842,0.439023907836529,12.8,1,24,"monitoring",FALSE,FALSE
"102","20",12.82,34,-5.135,0.137680440498041,0.294117647058824,0.469426949364323,15.05,1,21,"monitoring",FALSE,FALSE
"103","20",13.43,54,-9.405,0.130787957074722,0.266051518646674,0.539310253963913,14.4,1,30,"monitoring",FALSE,FALSE
"104","20",8.8,26,-20.355,0.0574817743729149,0.168396770472895,0.497886801616971,16.98,1,13,"monitoring",TRUE,TRUE
"105","20",12.81,49,-7.45,0.12736116941159,0.276432141484045,0.514480140943386,14.89,1,25,"monitoring",FALSE,FALSE
"106","20",7.88,21,-25.43,0.0492472793988288,0.144559784698193,0.535571923797252,17.97,1,10,"monitoring",TRUE,TRUE
"107","20",8.01,28,-24.21,0.0624072608566624,0.180699730872741,0.493185427774639,18.07,1,12,"monitoring",TRUE,TRUE
"108","20",12.55,42,-5.965,0.138858520101377,0.293348712033833,0.445179399074483,13.86,1,23,"monitoring",FALSE,FALSE
"109","20",13.27,39,-2.23,0.149986320789912,0.305267204921184,0.490008184835746,14.64,1,27,"monitoring",FALSE,FALSE
"110","20",12.41,37,-11.175,0.117605685940623,0.264898116109189,0.452647687557255,13.44,1,23,"monitoring",FALSE,FALSE
"111","20",12.5,37,-2.34,0.136566001335609,0.296424452133795,0.4677069723028,13.98,1,33,"monitoring",FALSE,FALSE
"112","20",12.99,34,-8.44,0.130735930735931,0.276432141484045,0.431646152302736,13.84,1,21,"monitoring",FALSE,FALSE
"113","20",12.77,41,-5.915,0.139862644828183,0.302191464821223,0.473052376790589,13.78,1,23,"monitoring",FALSE,FALSE
"114","20",7.8,26,-27.83,0.0458064356558087,0.140330642060746,0.478431146058181,14.61,1,9,"monitoring",TRUE,TRUE
"115","20",12.73,38,-4.745,0.138778629718202,0.299500192233756,0.443827855787184,14.67,1,26,"monitoring",FALSE,FALSE
"116","20",11.65,39,-8.97,0.117706685126582,0.263360246059208,0.412758574046451,14.43,1,20,"monitoring",FALSE,FALSE
"117","20",13.69,57,-4.36,0.160920110056267,0.316416762783545,0.44501859755181,13.1,1,43,"monitoring",FALSE,FALSE
"118","20",12.45,31,-9.68,0.126111540090169,0.270665128796617,0.540092178337986,14.8,1,24,"monitoring",FALSE,FALSE
"119","20",12.58,37,-3.855,0.139803610394763,0.298346789696271,0.456179133341551,13.58,1,31,"monitoring",FALSE,FALSE
"120","20",12.88,32,-4.86,0.147669743895176,0.312572087658593,0.527287263819689,14.83,1,25,"monitoring",FALSE,FALSE
"121","20",7.74,27,-27.075,0.0459111715947049,0.148404459823145,0.376586213553461,14.09,1,12,"monitoring",TRUE,TRUE
"122","20",11.78,45,-12.32,0.118986006079944,0.263360246059208,0.425113710795648,14.69,1,21,"monitoring",FALSE,FALSE
"123","20",12.47,41,-12.145,0.127296392711045,0.280276816608997,0.387365267315104,12.36,1,24,"monitoring",FALSE,FALSE
"124","20",12.58,39,-8.08,0.143772418058132,0.299115724721261,0.478772695450423,14.79,1,20,"monitoring",FALSE,FALSE
"125","20",13.27,37,-2.99,0.15759112835049,0.32641291810842,0.454205980413399,11.51,1,27,"monitoring",FALSE,FALSE
"126","20",11.77,35,-6.345,0.120857531199802,0.274125336409073,0.412936652037853,14.03,1,19,"monitoring",FALSE,FALSE
"127","20",8.09,25,-24.54,0.0524063507814438,0.163398692810458,0.484355407904837,16.57,1,13,"monitoring",TRUE,TRUE
"128","20",12.71,46,-7.88,0.140594181459566,0.291041906958862,0.439868581520338,14.47,1,23,"monitoring",FALSE,FALSE
"129","20",8.56,29,-22.61,0.0615941131290107,0.174548250672818,0.550316819225639,16.6,1,19,"monitoring",TRUE,TRUE
"130","20",14.47,52,-2.265,0.165822190365555,0.323337178008458,0.450394277437514,14.88,1,47,"monitoring",FALSE,FALSE
"131","20",8.39,24,-21.43,0.0543723781865118,0.164167627835448,0.542804148466576,16.38,1,10,"monitoring",TRUE,TRUE
"132","20",12.81,52,-10.44,0.138511678435633,0.300653594771242,0.436277619124563,13.07,1,20,"monitoring",FALSE,FALSE
"133","20",7.74,27,-26.035,0.0471463402497885,0.153018069973087,0.533358205265966,15.94,1,11,"monitoring",TRUE,TRUE
