"","variableValue","K","unsatisfied","Payoffs","TotalBM","GreenPatches","beta.i","k.i","numLoggers","numCheaters","param"
"1","5",0.56,55,-46.78,0.00525312433806397,0.00884275278738946,0.47398713331065,3.37,1,0,"mtg"
"2","5",3.89,20,-40.13,0.0378433977628252,0.055363321799308,0.49536553014912,4.75,1,4,"mtg"
"3","5",0.66,57,-46.425,0.00692205167891999,0.0107650903498654,0.522787223560824,3.54,1,0,"mtg"
"4","5",4.03,25,-41.715,0.0434076038147372,0.0576701268742791,0.472985538577444,4.46,1,3,"mtg"
"5","5",4.21,27,-39.395,0.0330987417359778,0.0492118415993849,0.429700489026197,4.58,1,3,"mtg"
"6","5",0.81,49,-46.835,0.00656906101069083,0.0111495578623606,0.42933676308796,3.24,1,0,"mtg"
"7","5",0.85,53,-46.39,0.00724420249474902,0.00961168781237985,0.427399701485218,3.51,1,0,"mtg"
"8","5",3.81,22,-41.88,0.0331156915461102,0.0476739715494041,0.53723488858791,4.56,1,1,"mtg"
"9","5",0.4,59,-47.065,0.00489964327158637,0.00961168781237985,0.422337484789175,3.61,1,0,"mtg"
"10","5",0.76,60,-46.885,0.00520228728664173,0.00999615532487505,0.496897784336141,3.84,1,0,"mtg"
"11","5",0.79,54,-46.985,0.00731237973059654,0.0107650903498654,0.498765183332399,3.51,1,0,"mtg"
"12","5",3.91,16,-41.65,0.0297106109324759,0.0469050365244137,0.555556439834829,4.99,1,3,"mtg"
"13","5",1.02,58,-45.88,0.00448353900678936,0.00845828527489427,0.455299903542707,3.81,1,0,"mtg"
"14","5",0.78,54,-46.47,0.00503993507880237,0.00922722029988466,0.490277503904595,3.64,1,0,"mtg"
"15","5",0.84,60,-46.475,0.00496541187454908,0.00807381776239908,0.472432330443518,3.76,1,0,"mtg"
"16","5",1.22,56,-46.975,0.00677094493250482,0.0111495578623606,0.472110290751847,3.63,1,0,"mtg"
"17","5",0.82,57,-46.675,0.00502106293349219,0.00884275278738946,0.427950740162411,3.59,1,0,"mtg"
"18","5",0.74,56,-46.53,0.002697726202201,0.00461361014994233,0.49133274622508,3.52,1,0,"mtg"
"19","5",4.13,29,-39.975,0.0355449224590934,0.0507497116493656,0.494485965053657,4.4,1,2,"mtg"
